canonical_service,service_family,platform_count,platforms,raw_label_count
Swimming Pool Specialist,Other / Unmapped,1,Rated People,1
Swimming Pool Specialists,Other / Unmapped,1,Rated People,1
Swimming Pools,Other / Unmapped,1,Checkatrade,1
Swimming Pools & Hot Tubs,Other / Unmapped,1,Bark,1
T-Shirt Printing,Other / Unmapped,1,Airtasker,1
TV Delivery,Other / Unmapped,1,Airtasker,1
TV Repair,Other / Unmapped,1,Checkatrade,1
TV Repairs and Installation,Other / Unmapped,1,Airtasker,1
Table Lamp Repair,Other / Unmapped,1,Airtasker,1
Table Tennis Coaching,Other / Unmapped,1,Airtasker,1
Tado Installers,Other / Unmapped,1,Checkatrade,1
Taekwondo Classes,Other / Unmapped,1,Airtasker,1
Tailors,Other / Unmapped,1,Airtasker,1
Takeaway & Delivery,Other / Unmapped,1,Airtasker,1
Takeaway Food,Other / Unmapped,1,Yell,1
Tap Repair,Other / Unmapped,1,Checkatrade,1
Tape & Jointing,Other / Unmapped,1,Checkatrade,1
Tarmac Laying,Other / Unmapped,1,Airtasker,1
Tax Advisor,Other / Unmapped,1,Airtasker,1
Taxi Services,Other / Unmapped,1,Checkatrade,1
Taxis & Private Hire Vehicles,Other / Unmapped,1,Yell,1
Taxis and private hire vehicles,Other / Unmapped,1,Yell,1
Technical Drawing,Other / Unmapped,1,Checkatrade,1
Technical Support,Other / Unmapped,1,Airtasker,1
Technical Writer,Other / Unmapped,1,Airtasker,1
Telecommunications,Other / Unmapped,1,Checkatrade,1
Telephone Engineer,Other / Unmapped,1,Checkatrade,1
Telephone Engineers,Other / Unmapped,1,Airtasker,1
Telephone Faults,Other / Unmapped,1,Checkatrade,1
Telephone Points,Other / Unmapped,1,Checkatrade,1
Telephone System Equipment,Other / Unmapped,1,Checkatrade,1
Television Points,Other / Unmapped,1,Checkatrade,1
Tent Repair,Other / Unmapped,1,Airtasker,1
Terms of Use,Other / Unmapped,1,Rated People,1
Tesco Grocery Delivery,Other / Unmapped,1,Airtasker,1
Thai Food Delivery,Other / Unmapped,1,Airtasker,1
The Range Curtain Installation,Other / Unmapped,1,Airtasker,1
The Range Hanging & Mounting,Other / Unmapped,1,Airtasker,1
The Range Pergola Installation,Other / Unmapped,1,Airtasker,1
The Range Storage,Other / Unmapped,1,Airtasker,1
The Range Wallpaper Installation,Other / Unmapped,1,Airtasker,1
The Stewartry of Kirkcudbright,Other / Unmapped,1,Rated People,1
Thermal Dynamics,Other / Unmapped,1,Checkatrade,1
Thermodynamic Panels,Other / Unmapped,1,Checkatrade,1
Thermostat Installation,Other / Unmapped,1,Airtasker,1
Tile & Ceramic Repair,Other / Unmapped,1,Checkatrade,1
Tile Repair,Other / Unmapped,1,Checkatrade,1
Tile Supplier,Other / Unmapped,1,Checkatrade,1
Timber Merchants,Other / Unmapped,1,Checkatrade,1
"Timber Preservation, Woodworm & Rot",Other / Unmapped,1,Rated People,1
Timber Resin Repairs,Other / Unmapped,1,Checkatrade,1
Timber Restoration,Other / Unmapped,1,Checkatrade,1
Timber Treatment,Other / Unmapped,1,Checkatrade,1
Timing Belt Replacement,Other / Unmapped,1,Airtasker,1
Toaster Repair,Other / Unmapped,1,Airtasker,1
Toilet / Portable Toilet,Other / Unmapped,1,Checkatrade,1
Toilet Installation,Other / Unmapped,1,Airtasker,1
Toilet Seat Fitting,Other / Unmapped,1,Airtasker,1
Toilet seat installation,Other / Unmapped,1,Checkatrade,1
Tool Hire,Other / Unmapped,1,Checkatrade,1
Tool Repair,Other / Unmapped,1,Airtasker,1
Tool Sharpening,Other / Unmapped,1,Airtasker,1
Tow Bar Installation,Other / Unmapped,1,Airtasker,1
Towing / Transportation,Other / Unmapped,1,Checkatrade,1
Towing Services,Other / Unmapped,1,Checkatrade,1
Toyota Service,Other / Unmapped,1,Airtasker,1
Trade Supplier,Other / Unmapped,1,Checkatrade,1
Trade advice centre,Other / Unmapped,1,Rated People,1
Tradesman,Other / Unmapped,1,Airtasker,1
Tradesperson sign up,Other / Unmapped,1,Rated People,1
Traditional Craftsperson,Other / Unmapped,1,Rated People,1
Traditional Craftspersons,Other / Unmapped,1,Rated People,1
Trailer Towing Training,Other / Unmapped,1,Checkatrade,1
Trampoline Repair Service,Other / Unmapped,1,Airtasker,1
Transcription,Other / Unmapped,1,Airtasker,1
Translation,Other / Unmapped,1,Airtasker,1
Transport,Other / Unmapped,1,Bark,1
Transport Services,Other / Unmapped,1,Checkatrade,1
Transportation of Heavy Vehicles,Other / Unmapped,1,Checkatrade,1
Transportation of Light Vehicles,Other / Unmapped,1,Checkatrade,1
Travel Writer,Other / Unmapped,1,Airtasker,1
Treadmill Repair,Other / Unmapped,1,Airtasker,1
Tree Houses,Other / Unmapped,1,Checkatrade,1
Tree Lopper,Other / Unmapped,1,Airtasker,1
Tree Planting,Other / Unmapped,1,Checkatrade,1
Tree Surgery / Consultancy,Other / Unmapped,1,Rated People,1
Trellis,Other / Unmapped,1,Checkatrade,1
Trench Digging,Other / Unmapped,1,Airtasker,1
Trends report,Other / Unmapped,1,Rated People,1
Triathlon Training,Other / Unmapped,1,Airtasker,1
Triple Glazing,Other / Unmapped,1,Airtasker,1
Triple Glazing Installation,Other / Unmapped,1,Checkatrade,1
Triple Glazing Repair,Other / Unmapped,1,Checkatrade,1
Troubleshooting,Other / Unmapped,1,Airtasker,1
Tumble Dryer Repair,Other / Unmapped,1,Checkatrade,1
Turf Laying,Other / Unmapped,1,Airtasker,1
Turf Repair,Other / Unmapped,1,Airtasker,1
Turfing,Other / Unmapped,1,Checkatrade,1
Turkish Takeaway,Other / Unmapped,1,Airtasker,1
Tweeddale,Other / Unmapped,1,Rated People,1
Tyne & Wear,Other / Unmapped,1,Rated People,1
Typist,Other / Unmapped,1,Airtasker,1
Tyrone,Other / Unmapped,1,Rated People,1
UPVC Repairs,Other / Unmapped,1,Checkatrade,1
UPVC Spraying,Other / Unmapped,1,Checkatrade,1
Unblock Outside Drain,Other / Unmapped,1,Checkatrade,1
Under Pinning,Other / Unmapped,1,Checkatrade,1
Underfloor Heating Repair,Other / Unmapped,1,Checkatrade,1
Underpinning / Piling / Foundations,Other / Unmapped,1,Rated People,1
United Kingdom,Other / Unmapped,1,Treatwell,1
Unvented Hot Water Cylinder Installation,Other / Unmapped,1,Checkatrade,1
Unvented Hot Water Cylinder Servicing / Repair,Other / Unmapped,1,Checkatrade,1
Upholstery,Other / Unmapped,1,Checkatrade,1
Upvc Cladding Installers,Other / Unmapped,1,Checkatrade,1
User agreement,Other / Unmapped,1,Rated People,1
Vacuum Service / Repair,Other / Unmapped,1,Checkatrade,1
Vacuuming,Other / Unmapped,1,Airtasker,1
Valentine's Gift Delivery,Other / Unmapped,1,Airtasker,1
Valentines Flower Delivery,Other / Unmapped,1,Airtasker,1
Van / Car Hire,Other / Unmapped,1,Checkatrade,1
Van Conversions,Other / Unmapped,1,Checkatrade,1
Van Lock Fitting,Other / Unmapped,1,Airtasker,1
Van MOT,Other / Unmapped,1,Airtasker,1
Vanity Mirror Installation,Other / Unmapped,1,Airtasker,1
Vauxhall Service,Other / Unmapped,1,Airtasker,1
Vegan Baker,Other / Unmapped,1,Airtasker,1
Vegan Cake Delivery,Other / Unmapped,1,Airtasker,1
Vegan Food Delivery,Other / Unmapped,1,Airtasker,1
Vegan Meal Preparation,Other / Unmapped,1,Airtasker,1
Vegetable Delivery,Other / Unmapped,1,Airtasker,1
Vegetarian Food Delivery,Other / Unmapped,1,Airtasker,1
Vegetarian Meal Preparation,Other / Unmapped,1,Airtasker,1
Vehicle / Car Body Repair,Other / Unmapped,1,Checkatrade,1
Vehicle MOT,Other / Unmapped,1,Airtasker,1
Vehicle Recovery,Other / Unmapped,1,Checkatrade,1
Vehicle Signwriting,Other / Unmapped,1,Checkatrade,1
Vehicle Transport,Other / Unmapped,1,Airtasker,1
Vehicle Wrapping,Other / Unmapped,1,Checkatrade,1
Vehicle Wraps,Other / Unmapped,1,Airtasker,1
Venetian Blind Repair,Other / Unmapped,1,Airtasker,1
Verandah Installation,Other / Unmapped,1,Airtasker,1
Vets,Other / Unmapped,1,Yell,1
Victorian Tiles,Other / Unmapped,1,Checkatrade,1
Video / Audio Repair,Other / Unmapped,1,Checkatrade,1
Video Editing,Other / Unmapped,1,Airtasker,1
View Prices,Other / Unmapped,1,Checkatrade,1
View our prices,Other / Unmapped,1,Checkatrade,1
Villaboard Installation,Other / Unmapped,1,Airtasker,1
Virtual Assistant,Other / Unmapped,1,Airtasker,1
VolP Telephony,Other / Unmapped,1,Checkatrade,1
Volkswagen Service,Other / Unmapped,1,Airtasker,1
Volvo Service,Other / Unmapped,1,Airtasker,1
Wait Staff,Other / Unmapped,1,Airtasker,1
Waiter,Other / Unmapped,1,Airtasker,1
Waitress,Other / Unmapped,1,Airtasker,1
Wall Coatings,Other / Unmapped,1,Checkatrade,1
Wall Hanging & Mounting,Other / Unmapped,1,Airtasker,1
Wall Hanging and Mounting,Other / Unmapped,1,Airtasker,1
Wall Murals,Other / Unmapped,1,Checkatrade,1
Wall Tie Replacement,Other / Unmapped,1,Checkatrade,1
Wall Tie Replacements,Other / Unmapped,1,Checkatrade,1
Wall Tie Specialist,Other / Unmapped,1,Checkatrade,1
Wall Tie Survey,Other / Unmapped,1,Checkatrade,1
Wallpaper Repair,Other / Unmapped,1,Airtasker,1
Wardrobe Delivery,Other / Unmapped,1,Airtasker,1
Wardrobe Maker,Other / Unmapped,1,Checkatrade,1
Warehouse Clearance,Other / Unmapped,1,Checkatrade,1
Warehouse Racking,Other / Unmapped,1,Checkatrade,1
Warwickshire,Other / Unmapped,1,Rated People,1
Waste Bag Collection,Other / Unmapped,1,Airtasker,1
Waste Clearance,Other / Unmapped,1,Checkatrade,1
Waste Collection & Disposal,Other / Unmapped,1,Airtasker,1
Waste Water Treatment Plant Installations,Other / Unmapped,1,Checkatrade,1
Water Coolers Supply / Maintenance,Other / Unmapped,1,Checkatrade,1
Water Damage,Other / Unmapped,1,Airtasker,1
Water Filters,Other / Unmapped,1,Checkatrade,1
Water Heater Repairs and Installation,Other / Unmapped,1,Airtasker,1
Water Leak Detection,Other / Unmapped,1,Checkatrade,1
Water Leaking From Ceiling,Other / Unmapped,1,Checkatrade,1
"Water Mains Specialist (Pipe Replacement, Moling and Lead Pipes)",Other / Unmapped,1,Checkatrade,1
Water Pump Repair,Other / Unmapped,1,Airtasker,1
Water Pumps Installation,Other / Unmapped,1,Checkatrade,1
Water Pumps Repair,Other / Unmapped,1,Checkatrade,1
Water Softener Installation,Other / Unmapped,1,Airtasker,1
Water Softeners,Other / Unmapped,1,Checkatrade,1
Water Supply Pipe Repairs,Other / Unmapped,1,Checkatrade,1
Water Tank Installation & Repair,Other / Unmapped,1,Airtasker,1
Water Tanks and Immersion Heater,Other / Unmapped,1,Rated People,1
Water Underfloor Heating,Other / Unmapped,1,Rated People,1
Water tank repair,Other / Unmapped,1,Checkatrade,1
Watford,Other / Unmapped,1,MyJobQuote,1
Weather Coatings,Other / Unmapped,1,Checkatrade,1
Weather Stripping,Other / Unmapped,1,Airtasker,1
Web,Other / Unmapped,1,Airtasker,1
Web Hosting,Other / Unmapped,1,Airtasker,1
Website & App Testing,Other / Unmapped,1,Airtasker,1
Wedding,Other / Unmapped,1,Airtasker,1
Wedding Band Hire,Other / Unmapped,1,Airtasker,1
Wedding Cakes,Other / Unmapped,1,Airtasker,1
Wedding Car Hire,Other / Unmapped,1,Airtasker,1
Wedding Celebrant,Other / Unmapped,1,Airtasker,1
Wedding Dress Alterations,Other / Unmapped,1,Airtasker,1
Wedding Dress Designer,Other / Unmapped,1,Airtasker,1
Wedding Entertainment,Other / Unmapped,1,Airtasker,1
Wedding Florist,Other / Unmapped,1,Airtasker,1
Wedding Invitation Designer,Other / Unmapped,1,Airtasker,1
Wedding Musicians,Other / Unmapped,1,Airtasker,1
Wedding Singers,Other / Unmapped,1,Airtasker,1
Wedding Transportation,Other / Unmapped,1,Airtasker,1
Weed Control,Other / Unmapped,1,Checkatrade,1
Weight Loss Training,Other / Unmapped,1,Airtasker,1
Welding,Other / Unmapped,1,Checkatrade,1
Welding Fabrication,Other / Unmapped,1,Checkatrade,1
West Glamorgan,Other / Unmapped,1,Rated People,1
West Lothian,Other / Unmapped,1,Rated People,1
West Midlands,Other / Unmapped,1,Rated People,1
West Sussex,Other / Unmapped,1,Rated People,1
West Yorkshire,Other / Unmapped,1,Rated People,1
Western Isles,Other / Unmapped,1,Rated People,1
Wheel Alignment,Other / Unmapped,1,Airtasker,1
Wheel Refurbishment,Other / Unmapped,1,Airtasker,1
Wheel Refurbishments,Other / Unmapped,1,Checkatrade,1
Wheel Tracking,Other / Unmapped,1,Airtasker,1
Whipper Snippering,Other / Unmapped,1,Airtasker,1
White Paper Writer,Other / Unmapped,1,Airtasker,1
Whole Internal Refurbishment,Other / Unmapped,1,Rated People,1
Wholesale Baker,Other / Unmapped,1,Airtasker,1
WiFi Distribution,Other / Unmapped,1,Checkatrade,1
Wifi Extender Setup,Other / Unmapped,1,Airtasker,1
Wifi Help,Other / Unmapped,1,Airtasker,1
Wigtown,Other / Unmapped,1,Rated People,1
Wildlife management,Other / Unmapped,1,Checkatrade,1
Wiltshire,Other / Unmapped,1,Rated People,1
Win more work,Other / Unmapped,1,Checkatrade,1
Wind Turbines,Other / Unmapped,1,Checkatrade,1
Wind Turbines - Feed,Other / Unmapped,1,Checkatrade,1
Windscreen Repair,Other / Unmapped,1,Checkatrade,1
Windscreen Repair & Replacement,Other / Unmapped,1,Airtasker,1
Windscreen Replacement,Other / Unmapped,1,Checkatrade,1
Wiper Motor Repair,Other / Unmapped,1,Airtasker,1
Wix Help,Other / Unmapped,1,Airtasker,1
Wolverhampton,Other / Unmapped,1,MyJobQuote,1
Women's Tailoring,Other / Unmapped,1,Airtasker,1
Woocommerce Help,Other / Unmapped,1,Airtasker,1
Wood / Log Burning Stoves,Other / Unmapped,1,Checkatrade,1
Wood Chipping & Mulching,Other / Unmapped,1,Airtasker,1
Wood Merchants,Other / Unmapped,1,Checkatrade,1
Wood Repair,Other / Unmapped,1,Airtasker,1
Wood Turning Service,Other / Unmapped,1,Checkatrade,1
Wooden / Metal Gates,Other / Unmapped,1,Rated People,1
Wooden / Timber Structures,Other / Unmapped,1,Checkatrade,1
Wooden Blind Fitter,Other / Unmapped,1,Airtasker,1
Wooden Decking,Other / Unmapped,1,Rated People,1
Wooden Gates,Other / Unmapped,1,Checkatrade,1
Wooden Shutter,Other / Unmapped,1,Rated People,1
Wooden Shutters,Other / Unmapped,1,Checkatrade,1
Wooden Staircases,Other / Unmapped,1,Rated People,1
Woodworm Treatment,Other / Unmapped,1,Checkatrade,1
Worcestershire,Other / Unmapped,1,Rated People,1
Workshop Design / Construction,Other / Unmapped,1,Checkatrade,1
Writing,Other / Unmapped,1,Airtasker,1
"Writing, Translation and Transcription",Other / Unmapped,1,Bark,1
Yard Work,Other / Unmapped,1,Airtasker,1
York,Other / Unmapped,1,MyJobQuote,1
Your profile shows up on Google so more customers can find and choose you!,Other / Unmapped,1,Checkatrade,1
Zipper Repair,Other / Unmapped,1,Airtasker,1
Zipper Repair and Replacement,Other / Unmapped,1,Airtasker,1
Zumba Classes,Other / Unmapped,1,Airtasker,1
antique furniture restoration,Other / Unmapped,1,Checkatrade,1
artex ceiling repair,Other / Unmapped,1,Checkatrade,1
attic hatch,Other / Unmapped,1,Checkatrade,1
attic ladder,Other / Unmapped,1,Checkatrade,1
attic trap,Other / Unmapped,1,Checkatrade,1
bath crack,Other / Unmapped,1,Checkatrade,1
bath replacement,Other / Unmapped,1,Checkatrade,1
bathrub drain,Other / Unmapped,1,Checkatrade,1
bathrub screen,Other / Unmapped,1,Checkatrade,1
bathtub fitting,Other / Unmapped,1,Checkatrade,1
bathtub repair,Other / Unmapped,1,Checkatrade,1
bed frame repair,Other / Unmapped,1,Checkatrade,1
bedroom fitted wardrobes,Other / Unmapped,1,Checkatrade,1
bespoke alcove units,Other / Unmapped,1,Checkatrade,1
bespoke bedroom furniture,Other / Unmapped,1,Checkatrade,1
bespoke cabinet makers,Other / Unmapped,1,Checkatrade,1
bespoke cupboards,Other / Unmapped,1,Checkatrade,1
bespoke dining tables,Other / Unmapped,1,Checkatrade,1
bespoke fitted furniture,Other / Unmapped,1,Checkatrade,1
bespoke furniture makers,Other / Unmapped,1,Checkatrade,1
bespoke home office furniture,Other / Unmapped,1,Checkatrade,1
bespoke living room furniture,Other / Unmapped,1,Checkatrade,1
bespoke oak furniture,Other / Unmapped,1,Checkatrade,1
bespoke pergola,Other / Unmapped,1,Checkatrade,1
bespoke pine furniture,Other / Unmapped,1,Checkatrade,1
bespoke under stairs storage,Other / Unmapped,1,Checkatrade,1
bespoke woodwork,Other / Unmapped,1,Checkatrade,1
blocked loo,Other / Unmapped,1,Checkatrade,1
boat repairs,Other / Unmapped,1,Checkatrade,1
boatbuilders,Other / Unmapped,1,Checkatrade,1
bookcase makers,Other / Unmapped,1,Checkatrade,1
borehole,Other / Unmapped,1,Checkatrade,1
cabinet maker,Other / Unmapped,1,Checkatrade,1
ceiling crack,Other / Unmapped,1,Checkatrade,1
ceiling fan,Other / Unmapped,1,Checkatrade,1
ceiling leak,Other / Unmapped,1,Checkatrade,1
ceiling repair,Other / Unmapped,1,Checkatrade,1
ceiling skimming,Other / Unmapped,1,Checkatrade,1
chimney cap installation,Other / Unmapped,1,Checkatrade,1
chimney contractors,Other / Unmapped,1,Checkatrade,1
chimney cowl fitting,Other / Unmapped,1,Checkatrade,1
chimney flue installers,Other / Unmapped,1,Checkatrade,1
chimney installers,Other / Unmapped,1,Checkatrade,1
chimney leak repair,Other / Unmapped,1,Checkatrade,1
chimney liner installers,Other / Unmapped,1,Checkatrade,1
chimney pointing,Other / Unmapped,1,Checkatrade,1
chimney repair companies,Other / Unmapped,1,Checkatrade,1
chimney repair specialists,Other / Unmapped,1,Checkatrade,1
chimney replacement,Other / Unmapped,1,Checkatrade,1
chimney specialist,Other / Unmapped,1,Checkatrade,1
chimney stack repair,Other / Unmapped,1,Checkatrade,1
chimney sweep and repair,Other / Unmapped,1,Checkatrade,1
collapsed drain repair,Other / Unmapped,1,Checkatrade,1
coving installers,Other / Unmapped,1,Checkatrade,1
coving suppliers,Other / Unmapped,1,Checkatrade,1
custom stair railing,Other / Unmapped,1,Checkatrade,1
dishwasher draining,Other / Unmapped,1,Checkatrade,1
dormer installation,Other / Unmapped,1,Checkatrade,1
drain pipe repair,Other / Unmapped,1,Checkatrade,1
drain pipe replacement,Other / Unmapped,1,Checkatrade,1
dripping tap,Other / Unmapped,1,Checkatrade,1
dry lining companies,Other / Unmapped,1,Checkatrade,1
dry lining contractors,Other / Unmapped,1,Checkatrade,1
drywall ceiling contractors,Other / Unmapped,1,Checkatrade,1
drywall installers,Other / Unmapped,1,Checkatrade,1
drywall repair,Other / Unmapped,1,Checkatrade,1
drywall replacement,Other / Unmapped,1,Checkatrade,1
drywall taping,Other / Unmapped,1,Checkatrade,1
eBay Selling Assistance,Other / Unmapped,1,Airtasker,1
felt lap vents,Other / Unmapped,1,Checkatrade,1
fire damage,Other / Unmapped,1,Checkatrade,1
fitted wardrobe company,Other / Unmapped,1,Checkatrade,1
flood damage,Other / Unmapped,1,Checkatrade,1
flue specialist,Other / Unmapped,1,Checkatrade,1
furniture refinishing,Other / Unmapped,1,Checkatrade,1
furniture refurbishing,Other / Unmapped,1,Checkatrade,1
furniture stripper,Other / Unmapped,1,Checkatrade,1
furniture stripping service,Other / Unmapped,1,Checkatrade,1
gas meter,Other / Unmapped,1,Checkatrade,1
gas pipe fitters,Other / Unmapped,1,Checkatrade,1
gas pipe repair,Other / Unmapped,1,Checkatrade,1
gas pipework,Other / Unmapped,1,Checkatrade,1
gazebo installation service,Other / Unmapped,1,Checkatrade,1
gazebo installer,Other / Unmapped,1,Checkatrade,1
google thermostat,Other / Unmapped,1,Checkatrade,1
hive thermostat,Other / Unmapped,1,Checkatrade,1
home renovation,Other / Unmapped,1,Checkatrade,1
hot water tank,Other / Unmapped,1,Checkatrade,1
house renovation,Other / Unmapped,1,Checkatrade,1
hydraulic pipe repair,Other / Unmapped,1,Checkatrade,1
iCloud Setup,Other / Unmapped,1,Airtasker,1
iOS Development,Other / Unmapped,1,Airtasker,1
iPhone Help,Other / Unmapped,1,Airtasker,1
iPhone Repair,Other / Unmapped,1,Airtasker,1
iPhone Screen Replacement,Other / Unmapped,1,Airtasker,1
iPod Repair,Other / Unmapped,1,Airtasker,1
k rend installers,Other / Unmapped,1,Checkatrade,1
k rend specialists,Other / Unmapped,1,Checkatrade,1
k rend suppliers,Other / Unmapped,1,Checkatrade,1
lead pipe,Other / Unmapped,1,Checkatrade,1
leak detection specialist,Other / Unmapped,1,Checkatrade,1
lean to conservatory,Other / Unmapped,1,Checkatrade,1
lean to gazebo,Other / Unmapped,1,Checkatrade,1
lime mortar specialists,Other / Unmapped,1,Checkatrade,1
lintel installation,Other / Unmapped,1,Checkatrade,1
lintel repair,Other / Unmapped,1,Checkatrade,1
lintel replacement,Other / Unmapped,1,Checkatrade,1
log cabin fitters,Other / Unmapped,1,Checkatrade,1
log cabin installers,Other / Unmapped,1,Checkatrade,1
log cabin repair,Other / Unmapped,1,Checkatrade,1
log cabin suppliers,Other / Unmapped,1,Checkatrade,1
macerator toilet repair,Other / Unmapped,1,Checkatrade,1
master thatcher,Other / Unmapped,1,Checkatrade,1
media wall fitters,Other / Unmapped,1,Checkatrade,1
media wall installation,Other / Unmapped,1,Checkatrade,1
media wall specialist,Other / Unmapped,1,Checkatrade,1
media wall with fireplace installation,Other / Unmapped,1,Checkatrade,1
metal stud,Other / Unmapped,1,Checkatrade,1
moling contractors,Other / Unmapped,1,Checkatrade,1
moling services,Other / Unmapped,1,Checkatrade,1
mural artist,Other / Unmapped,1,Checkatrade,1
nest thermostat,Other / Unmapped,1,Checkatrade,1
o2 Sensor Replacement,Other / Unmapped,1,Airtasker,1
oak furniture restoration,Other / Unmapped,1,Checkatrade,1
pebble dash companies,Other / Unmapped,1,Checkatrade,1
pebble dash repair,Other / Unmapped,1,Checkatrade,1
pebble dash suppliers,Other / Unmapped,1,Checkatrade,1
pebble dashing,Other / Unmapped,1,Checkatrade,1
pergolas installed,Other / Unmapped,1,Checkatrade,1
pine furniture restoration,Other / Unmapped,1,Checkatrade,1
pipework,Other / Unmapped,1,Checkatrade,1
pipework connect,Other / Unmapped,1,Checkatrade,1
popcorn ceiling spray,Other / Unmapped,1,Checkatrade,1
power flush companies,Other / Unmapped,1,Checkatrade,1
replace toilet,Other / Unmapped,1,Checkatrade,1
ridge tile repairs,Other / Unmapped,1,Checkatrade,1
rolled steel joist installation,Other / Unmapped,1,Checkatrade,1
rsj installation,Other / Unmapped,1,Checkatrade,1
screeding companies,Other / Unmapped,1,Checkatrade,1
sewer repair,Other / Unmapped,1,Checkatrade,1
shed fitter,Other / Unmapped,1,Checkatrade,1
shed makers,Other / Unmapped,1,Checkatrade,1
sheetrock contractors,Other / Unmapped,1,Checkatrade,1
sheetrock installers,Other / Unmapped,1,Checkatrade,1
silicone sealing,Other / Unmapped,1,Checkatrade,1
sink crack,Other / Unmapped,1,Checkatrade,1
sink draining,Other / Unmapped,1,Checkatrade,1
skim coating contractor,Other / Unmapped,1,Checkatrade,1
skirting boards,Other / Unmapped,1,Checkatrade,1
skirting installers,Other / Unmapped,1,Checkatrade,1
skylight install,Other / Unmapped,1,Checkatrade,1
soil stack replacement,Other / Unmapped,1,Checkatrade,1
staircase fitters,Other / Unmapped,1,Checkatrade,1
staircase refurbishment,Other / Unmapped,1,Checkatrade,1
staircase repair,Other / Unmapped,1,Checkatrade,1
stairs made to measure,Other / Unmapped,1,Checkatrade,1
stove pipe installers,Other / Unmapped,1,Checkatrade,1
stud partition,Other / Unmapped,1,Checkatrade,1
stud wall,Other / Unmapped,1,Checkatrade,1
subsidence repair,Other / Unmapped,1,Checkatrade,1
subsidence specialist,Other / Unmapped,1,Checkatrade,1
subsidence surveys,Other / Unmapped,1,Checkatrade,1
summer house,Other / Unmapped,1,Checkatrade,1
table restoration,Other / Unmapped,1,Checkatrade,1
tap drip,Other / Unmapped,1,Checkatrade,1
toilet fitting,Other / Unmapped,1,Checkatrade,1
toilet flush repair,Other / Unmapped,1,Checkatrade,1
toilet installation,Other / Unmapped,1,Checkatrade,1
toilet repair,Other / Unmapped,1,Checkatrade,1
trv,Other / Unmapped,1,Checkatrade,1
tv cabinet makers,Other / Unmapped,1,Checkatrade,1
ufh installation,Other / Unmapped,1,Checkatrade,1
ufh repair,Other / Unmapped,1,Checkatrade,1
under stairs storage fitters,Other / Unmapped,1,Checkatrade,1
underfloor heating installers,Other / Unmapped,1,Checkatrade,1
underfloor heating maintenance,Other / Unmapped,1,Checkatrade,1
underfloor heating servicing,Other / Unmapped,1,Checkatrade,1
underfloor heating specialist,Other / Unmapped,1,Checkatrade,1
underfloor heating suppliers,Other / Unmapped,1,Checkatrade,1
underground pipework,Other / Unmapped,1,Checkatrade,1
wall crack,Other / Unmapped,1,Checkatrade,1
wallpaper install,Other / Unmapped,1,Checkatrade,1
wardrobe repair,Other / Unmapped,1,Checkatrade,1
wardrobe repairs,Other / Unmapped,1,Checkatrade,1
water damage,Other / Unmapped,1,Checkatrade,1
water leakage repair,Other / Unmapped,1,Checkatrade,1
water main replacement,Other / Unmapped,1,Checkatrade,1
water meter,Other / Unmapped,1,Checkatrade,1
water pipe repair,Other / Unmapped,1,Checkatrade,1
water pipe replacement,Other / Unmapped,1,Checkatrade,1
water pressure,Other / Unmapped,1,Checkatrade,1
water pump servicing,Other / Unmapped,1,Checkatrade,1
water pump specialist,Other / Unmapped,1,Checkatrade,1
water tank installation,Other / Unmapped,1,Checkatrade,1
well pump repair,Other / Unmapped,1,Checkatrade,1
wood burner flue installers,Other / Unmapped,1,Checkatrade,1
wood furniture restoration,Other / Unmapped,1,Checkatrade,1
wood gazebo installation,Other / Unmapped,1,Checkatrade,1
wood stripper,Other / Unmapped,1,Checkatrade,1
wood turning,Other / Unmapped,1,Checkatrade,1
wooden chair repair,Other / Unmapped,1,Checkatrade,1
