service_family,sub_service,platform_count,platforms,raw_label_count,row_count
Appliance & Equipment Services,Ice Machine Repair & Installation,1,Airtasker,1,1
Appliance & Equipment Services,Microwave Repair,1,Airtasker,1,1
Appliance & Equipment Services,Oven Fan Repair,1,Airtasker,1,1
Appliance & Equipment Services,Portable Appliance Testing - PAT Testing,1,Checkatrade,1,1
Appliance & Equipment Services,Range Cooker,1,Checkatrade,1,1
Appliance & Equipment Services,Range Cooker Servicing & Repair,1,Checkatrade,1,1
Appliance & Equipment Services,Rayburn Servicing & Repair,1,Checkatrade,1,1
Appliance & Equipment Services,Refrigeration Services,1,Checkatrade,1,1
Appliance & Equipment Services,Toaster Repair,1,Airtasker,1,1
Appliance & Equipment Services,Tool Repair,1,Airtasker,1,1
Appliance & Equipment Services,Treadmill Repair,1,Airtasker,1,1
Appliance & Equipment Services,Tumble Dryer Repair,1,Checkatrade,1,1
Appliance & Equipment Services,Vacuum Service & Repair,1,Checkatrade,1,1
Appliance & Equipment Services,Washing Machine Repairs & Installation,1,Airtasker,1,1
Appliance & Equipment Services,Washing machine repairs,1,Yell,1,1
Appliance & Equipment Services,dishwasher draining,1,Checkatrade,1,1
Appliance Repair,Washing Machine Repair,1,Checkatrade,1,1
"Architecture, Surveying & Planning",Architectural Drawings,1,Checkatrade,1,1
"Architecture, Surveying & Planning",Architectural Technician,1,Checkatrade,1,1
"Architecture, Surveying & Planning",Building Surveying,1,Airtasker,1,1
"Architecture, Surveying & Planning",Chartered Surveyor,1,Checkatrade,1,1
"Architecture, Surveying & Planning",Damp Surveyor,1,Airtasker,1,1
"Architecture, Surveying & Planning",Drone Surveying,1,Checkatrade,1,1
"Architecture, Surveying & Planning",Hire a Damp Surveyor,1,Checkatrade,1,1
"Architecture, Surveying & Planning",House Surveyor,1,Airtasker,1,1
"Architecture, Surveying & Planning",Land Surveyor,1,Airtasker,1,1
"Architecture, Surveying & Planning",Planning Consultant,1,Airtasker,1,1
Asbestos & Hazardous Material Services,Asbestos Testing,1,Checkatrade,1,1
Bathroom Services,Bath resurfacing,1,Airtasker,1,1
Bathroom Services,Bathroom Design,1,Rated People,1,1
Bathroom Services,Bathroom Designer,1,Checkatrade,1,1
Bathroom Services,Bathroom Designers,1,Airtasker,1,1
Bathroom Services,Bathroom Fitter,1,Checkatrade,1,1
Bathroom Services,Bathroom Fitters,1,Checkatrade,1,1
Bathroom Services,Bathroom Mastic Sealant,1,Checkatrade,1,1
Bathroom Services,Bathroom Repair,1,Rated People,1,1
Bathroom Services,Bathroom Showroom,1,Checkatrade,1,1
Bathroom Services,Bathroom Supplier,1,Checkatrade,1,1
Bathroom Services,Bathroom Supply & Fit,1,Checkatrade,1,1
Bathroom Services,Bathroom fitter,1,Rated People,1,1
Bathroom Services,Bathroom fitters,1,Rated People,1,1
Bathroom Services,Emergency Bathroom Service,1,Checkatrade,1,1
Bathroom Services,General Bathroom Services,1,Checkatrade,1,1
Bathroom Services,New Bathroom Cost,1,Checkatrade,1,1
Bathroom Services,Wet Room Installation,1,Rated People,1,1
Bathroom Services,Wet Room Services,1,Checkatrade,1,1
Bathroom Services,bath crack,1,Checkatrade,1,1
Bathroom Services,bath replacement,1,Checkatrade,1,1
Bathroom Services,bathroom supplies,1,Checkatrade,1,1
Bathroom Services,bathtub fitting,1,Checkatrade,1,1
Bathroom Services,bathtub repair,1,Checkatrade,1,1
Beauty & Personal Care,Beauty Salon Services,1,Yell,1,1
Beauty & Personal Care,Body Exfoliation,1,Treatwell,1,1
Beauty & Personal Care,Brows & Lashes,1,Booksy,1,1
Beauty & Personal Care,General Salon Services,1,Fresha,1,1
Beauty & Personal Care,Jelly Pedicure,1,Treatwell,1,1
Beauty & Personal Care,Lived-In Blonde Colouring,1,Treatwell,1,1
Beauty & Personal Care,Make-Up Services,1,Booksy,1,1
Beauty & Personal Care,Makeup Artist,1,Airtasker,1,1
Beauty & Personal Care,Nail Art,1,Treatwell,1,1
Beauty & Personal Care,Spa Services,1,Fresha,1,1
Beauty & Skincare,Facials,1,Treatwell,1,1
Beauty & Skincare,Skincare Treatments,1,Booksy,1,1
Building & Construction,Bathroom Renovation,1,Airtasker,1,1
Building & Construction,Boat Building / Repairs,1,Checkatrade,1,1
Building & Construction,Building & Construction,1,Airtasker,1,1
Building & Construction,Building Consultant,1,Airtasker,1,1
Building & Construction,Building Designers,1,Airtasker,1,1
Building & Construction,Building Merchants,1,Checkatrade,1,1
Building & Construction,Building Project Managers,1,Checkatrade,1,1
Building & Construction,Building Restoration,1,Airtasker,1,1
Building & Construction,Building Surveyors,1,Checkatrade,1,1
Building & Construction,Building surveyors,1,Yell,1,1
Building & Construction,Cellar & Basement Conversion,1,Rated People,1,1
Building & Construction,Cellar Conversion,1,Checkatrade,1,1
Building & Construction,Complete Bathroom Refurbishment,1,Rated People,1,1
Building & Construction,Complete Kitchen Refurbishment,1,Rated People,1,1
Building & Construction,Dormer Installation,1,Checkatrade,1,1
Building & Construction,Fire and Flood Renovation,1,Checkatrade,1,1
Building & Construction,Garden Office / Studio Construction,1,Rated People,1,1
Building & Construction,Gravestone Renovation,1,Checkatrade,1,1
Building & Construction,House Renovation,1,Airtasker,1,1
Building & Construction,IT Planning and Construction,1,Checkatrade,1,1
Building & Construction,Kitchen Renovation,1,Airtasker,1,1
Building & Construction,Masonry,1,Checkatrade,1,1
Building & Construction,Mobile Wheel Refurbishment,1,Airtasker,1,1
Building & Construction,New Build Construction,1,Checkatrade,1,1
Building & Construction,Orangery Services,1,Checkatrade,1,1
Building & Construction,Period / Listed Building Works,1,Rated People,1,1
Building & Construction,Pointing / Repointing,1,Rated People,1,1
Building & Construction,Pond Construction,1,Checkatrade,1,1
Building & Construction,Porch Installation,1,Checkatrade,1,1
Building & Construction,Property Extensions,1,Bark,1,1
Building & Construction,Property Refurbishment,1,Checkatrade,1,1
Building & Construction,Property Renovation,1,Checkatrade,1,1
Building & Construction,Property Restoration,1,Checkatrade,1,1
Building & Construction,Renovation Specialist,1,Checkatrade,1,1
Building & Construction,Repair and Listed Building Specialist,1,Checkatrade,1,1
Building & Construction,Repointing,1,Checkatrade,1,1
Building & Construction,Retaining Walls,1,Airtasker,1,1
Building & Construction,Rsj Beam,1,Checkatrade,1,1
Building & Construction,Structural Design,1,Checkatrade,1,1
Building & Construction,Structural Designer,1,Checkatrade,1,1
Building & Construction,Structural Engineering,1,Checkatrade,1,1
Building & Construction,Structural Steel Work,1,Checkatrade,1,1
Building & Construction,Subsidence Repair,1,Checkatrade,1,1
Building & Construction,Subsidence Survey,1,Checkatrade,1,1
Building & Construction,Sustainable Construction,1,Checkatrade,1,1
Building & Construction,Underpinning,1,Checkatrade,1,1
Building & Construction,Wall Tie Replacement,1,Checkatrade,1,1
Building & Construction,Wall Tie Replacements,1,Checkatrade,1,1
Building & Construction,Wall Tie Specialist,1,Checkatrade,1,1
Building & Construction,Wall Tie Survey,1,Checkatrade,1,1
Building & Construction,Wheel Refurbishment,1,Airtasker,1,1
Building & Construction,Whole Internal Refurbishment,1,Rated People,1,1
Building & Construction,Workshop Design / Construction,1,Checkatrade,1,1
Building & Construction,bathroom renovation,1,Checkatrade,1,1
Building & Construction,home renovation,1,Checkatrade,1,1
Building & Construction,house renovation,1,Checkatrade,1,1
Building & Construction,kitchen renovation,1,Checkatrade,1,1
Building & Construction,rsj installation,1,Checkatrade,1,1
Building & Construction,subsidence specialist,1,Checkatrade,1,1
Business & Administrative Services,Admin,1,Airtasker,1,1
Business & Administrative Services,Business Advisory,1,Airtasker,1,1
Business & Administrative Services,Business Coach,1,Airtasker,1,1
Business & Administrative Services,Business Consultant,1,Airtasker,1,1
Business & Administrative Services,Business Consulting,1,Bark,1,1
Business & Administrative Services,Career Coaching,1,Airtasker,1,1
Business & Administrative Services,Data Entry,1,Airtasker,1,1
Business & Administrative Services,Document Filing,1,Airtasker,1,1
Business & Administrative Services,Drafting,1,Airtasker,1,1
Business & Administrative Services,Drafting Services,1,Airtasker,1,1
Business & Administrative Services,Errand Running,1,Airtasker,1,1
Business & Administrative Services,HR Services,1,Airtasker,1,1
Business & Administrative Services,IT Project Management,1,Checkatrade,1,1
Business & Administrative Services,Insurance Claim Assistance,1,Checkatrade,1,1
Business & Administrative Services,Market Research,1,Airtasker,1,1
Business & Administrative Services,Mystery Shopping,1,Airtasker,1,1
Business & Administrative Services,Personal Assistant,1,Airtasker,1,1
Business & Administrative Services,Personal Concierge,1,Airtasker,1,1
Business & Administrative Services,Personal Shopper,1,Airtasker,1,1
Business & Administrative Services,Queueing Service,1,Airtasker,1,1
Business & Administrative Services,Receptionist,1,Airtasker,1,1
Business & Administrative Services,Research Assistant,1,Airtasker,1,1
Business & Administrative Services,Sales Assistance,1,Airtasker,1,1
Business & Administrative Services,Typing Services,1,Airtasker,1,1
Business & Administrative Services,Virtual Assistant,1,Airtasker,1,1
Business & Administrative Services,eBay Selling Assistance,1,Airtasker,1,1
Childcare & Care Services,After School Care,1,Airtasker,1,1
Childcare & Care Services,Aged Care,1,Airtasker,1,1
Childcare & Care Services,Babysitting,1,Airtasker,1,1
Childcare & Care Services,Childcare & Safety,1,Airtasker,1,1
Childcare & Care Services,Childminding,1,Airtasker,1,1
Childcare & Care Services,Day Nursery,1,Yell,1,1
Childcare & Care Services,Home & Domiciliary Care,1,Bark,1,1
Childcare & Care Services,Home Care,1,Airtasker,1,1
Childcare & Care Services,Maternity Nurse,1,Airtasker,1,1
Childcare & Care Services,Nanny Services,1,Airtasker,1,1
Chimney & Fireplace Services,Fireplace,1,Rated People,1,1
Chimney & Fireplace Services,Fireplace Installation,1,Airtasker,1,1
Chimney & Fireplace Services,Fireplace Surround,1,Checkatrade,1,1
Chimney & Fireplace Services,Stoves / Fireplace Showroom,1,Checkatrade,1,1
Chimney & Fireplace Services,media wall with fireplace installation,1,Checkatrade,1,1
Cladding & Exterior Finishes,Bathroom Cladding Fitters,1,Checkatrade,1,1
Cladding & Exterior Finishes,Cladding Installers,1,Checkatrade,1,1
Cladding & Exterior Finishes,Cladding Repairs,1,Airtasker,1,1
Cladding & Exterior Finishes,Cladding Replacement,1,Airtasker,1,1
Cladding & Exterior Finishes,Interior Wall Cladding,1,Airtasker,1,1
Cladding & Exterior Finishes,Shed Cladding,1,Airtasker,1,1
Cladding & Exterior Finishes,Shiplap Cladding,1,Airtasker,1,1
Cladding & Exterior Finishes,Weather Coating,1,Checkatrade,1,1
Cladding & Exterior Finishes,uPVC Cladding,1,Checkatrade,1,1
Cleaning Services,Mopping,1,Airtasker,1,1
Cleaning Services,Soft Washing,1,Checkatrade,1,1
Cleaning Services,Vacuuming,1,Airtasker,1,1
Coaching & Personal Development,Coaching,1,Airtasker,1,1
Coaching & Personal Development,Executive Coaching,1,Airtasker,1,1
Coaching & Personal Development,Life Coaching,1,Airtasker,1,1
Coaching & Personal Development,Motivational Speaking,1,Airtasker,1,1
Coaching & Personal Development,Relationship Coaching,1,Airtasker,1,1
Coaching & Personal Development,Table Tennis Coaching,1,Airtasker,1,1
Commercial & Business Property Services,Commercial Agents,1,Checkatrade,1,1
Commercial & Business Property Services,Estate Agency,1,Yell,1,1
Commercial & Business Property Services,Hotel Services,1,Yell,1,1
Commercial & Business Property Services,Portable offices,1,Checkatrade,1,1
Commercial & Business Property Services,Warehouse Racking,1,Checkatrade,1,1
Concrete & Aggregate Services,Aggregate Supply,1,Checkatrade,1,1
Concrete & Aggregate Services,Brick / Concrete Structural Repairs,1,Checkatrade,1,1
Concrete & Aggregate Services,Concrete / Finlock Gutter Replacement,1,Checkatrade,1,1
Concrete & Aggregate Services,Concrete / Finlock Guttering,1,Checkatrade,1,1
Concrete & Aggregate Services,Concrete Cutting,1,Airtasker,1,1
Concrete & Aggregate Services,Concrete Floor Polishing,1,Airtasker,1,1
Concrete & Aggregate Services,Concrete Garages,1,Checkatrade,1,1
Concrete & Aggregate Services,Concrete Resurfacing,1,Airtasker,1,1
Concrete & Aggregate Services,Patterned Imprinted Concrete,1,Checkatrade,1,1
"Curtains, Awnings & Window Dressings",Curtain Supply & Fitting,1,Checkatrade,1,1
"Curtains, Awnings & Window Dressings",Made to Measure Curtain,1,Checkatrade,1,1
"Damp, Waterproofing & Restoration",Antique Restoration,1,Checkatrade,1,1
"Damp, Waterproofing & Restoration",Brick Restoration,1,Checkatrade,1,1
"Damp, Waterproofing & Restoration",Car Restoration,1,Airtasker,1,1
"Damp, Waterproofing & Restoration",Classic Car Restoration,1,Checkatrade,1,1
"Damp, Waterproofing & Restoration",Condensation Control,1,Checkatrade,1,1
"Damp, Waterproofing & Restoration",Damp Investigation,1,Checkatrade,1,1
"Damp, Waterproofing & Restoration",Damp Proofer,1,Checkatrade,1,1
"Damp, Waterproofing & Restoration",Damp Survey,1,Checkatrade,1,1
"Damp, Waterproofing & Restoration",Damp Walls Treatment,1,Checkatrade,1,1
"Damp, Waterproofing & Restoration",Flood Damage Restoration,1,Checkatrade,1,1
"Damp, Waterproofing & Restoration",Flood Restoration,1,Checkatrade,1,1
"Damp, Waterproofing & Restoration",Glass Restoration,1,Checkatrade,1,1
"Damp, Waterproofing & Restoration",Leather Car Seat Restoration,1,Airtasker,1,1
"Damp, Waterproofing & Restoration",Liquid Waterproof System,1,Checkatrade,1,1
"Damp, Waterproofing & Restoration",Mould / Damp Control,1,Rated People,1,1
"Damp, Waterproofing & Restoration",Mould Control,1,Checkatrade,1,1
"Damp, Waterproofing & Restoration",Odour Control,1,Airtasker,1,1
"Damp, Waterproofing & Restoration",Penetrating Damp Treatment,1,Checkatrade,1,1
"Damp, Waterproofing & Restoration",Period Restoration,1,Rated People,1,1
"Damp, Waterproofing & Restoration",Restoration,1,Checkatrade,1,1
"Damp, Waterproofing & Restoration",Rising Damp,1,Checkatrade,1,1
"Damp, Waterproofing & Restoration",Stained Glass Restoration,1,Checkatrade,1,1
"Damp, Waterproofing & Restoration",Timber Preservation,1,Rated People,1,1
"Damp, Waterproofing & Restoration",Timber Resin Repair,1,Checkatrade,1,1
"Damp, Waterproofing & Restoration",Timber Restoration,1,Checkatrade,1,1
"Damp, Waterproofing & Restoration",Timber Treatment,1,Checkatrade,1,1
"Damp, Waterproofing & Restoration",Wall Crack Repair,1,Checkatrade,1,1
"Damp, Waterproofing & Restoration",Water Damage,1,Airtasker,1,1
"Damp, Waterproofing & Restoration",Waterproof Plasterer,1,Checkatrade,1,1
"Damp, Waterproofing & Restoration",Woodworm Treatment,1,Checkatrade,1,1
"Damp, Waterproofing & Restoration",table restoration,1,Checkatrade,1,1
"Damp, Waterproofing & Restoration",water damage,1,Checkatrade,1,1
Decking Services,Composite Decking,1,Checkatrade,1,1
Decking Services,Deck Repair,1,Airtasker,1,1
Decking Services,Deck Sealing,1,Airtasker,1,1
Decking Services,Deck Staining,1,Airtasker,1,1
Decking Services,Wooden Decking,1,Rated People,1,1
Delivery Services,Furniture Delivery,1,Airtasker,1,1
Doors & Door Services,Door Replacement,1,Rated People,1,1
"Doors, Windows & Glazing",Aluminium Window Repair,1,Checkatrade,1,1
"Doors, Windows & Glazing",Barn Doors,1,Checkatrade,1,1
"Doors, Windows & Glazing",Bay Window Repair,1,Checkatrade,1,1
"Doors, Windows & Glazing",Bespoke External Doors,1,Checkatrade,1,1
"Doors, Windows & Glazing",Bespoke Interior Doors,1,Checkatrade,1,1
"Doors, Windows & Glazing",Bespoke Oak Doors,1,Checkatrade,1,1
"Doors, Windows & Glazing",Bespoke Stable Doors,1,Checkatrade,1,1
"Doors, Windows & Glazing",Bespoke Windows / Doors,1,Checkatrade,1,1
"Doors, Windows & Glazing",Bespoke Wooden Front Doors,1,Checkatrade,1,1
"Doors, Windows & Glazing",Bespoke Wooden Windows,1,Checkatrade,1,1
"Doors, Windows & Glazing",Board-Up Service,1,Airtasker,1,1
"Doors, Windows & Glazing",Car Window Replacement,1,Airtasker,1,1
"Doors, Windows & Glazing",Car Window Tinting,1,Airtasker,1,1
"Doors, Windows & Glazing",Decorative Glazing,1,Rated People,1,1
"Doors, Windows & Glazing",Door Canopies,1,Checkatrade,1,1
"Doors, Windows & Glazing",Door Fitting,1,Checkatrade,1,1
"Doors, Windows & Glazing",Door Frame Fitting,1,Airtasker,1,1
"Doors, Windows & Glazing",Door Opening,1,Rated People,1,1
"Doors, Windows & Glazing",Door Stripping,1,Checkatrade,1,1
"Doors, Windows & Glazing",Doors Opened / Unlocked,1,Checkatrade,1,1
"Doors, Windows & Glazing",Doors Supply,1,Checkatrade,1,1
"Doors, Windows & Glazing",Double Glazed Windows Cost,1,Checkatrade,1,1
"Doors, Windows & Glazing",Emergency Garage Door Service,1,Checkatrade,1,1
"Doors, Windows & Glazing",Emergency Glazing,1,Airtasker,1,1
"Doors, Windows & Glazing",Emergency Windows / Doors / Conservatories Service,1,Checkatrade,1,1
"Doors, Windows & Glazing",Fix Window Lock,1,Checkatrade,1,1
"Doors, Windows & Glazing",Flyscreen Installation,1,Airtasker,1,1
"Doors, Windows & Glazing",Frosted Windows,1,Checkatrade,1,1
"Doors, Windows & Glazing",Garage Door Supplier,1,Checkatrade,1,1
"Doors, Windows & Glazing",Glass,1,Checkatrade,1,1
"Doors, Windows & Glazing",Glass Balustrades,1,Checkatrade,1,1
"Doors, Windows & Glazing",Glass Cutting,1,Airtasker,1,1
"Doors, Windows & Glazing",Glass Polishing,1,Checkatrade,1,1
"Doors, Windows & Glazing",Glass Replacement,1,Checkatrade,1,1
"Doors, Windows & Glazing",Glass Splashbacks,1,Checkatrade,1,1
"Doors, Windows & Glazing",Industrial Door Services,1,Checkatrade,1,1
"Doors, Windows & Glazing",Letterbox Replacement,1,Airtasker,1,1
"Doors, Windows & Glazing",Loft Window Repair,1,Checkatrade,1,1
"Doors, Windows & Glazing",Made-to-Measure Doors,1,Checkatrade,1,1
"Doors, Windows & Glazing",Microsoft Windows Help,1,Airtasker,1,1
"Doors, Windows & Glazing",Mirror Cutting,1,Airtasker,1,1
"Doors, Windows & Glazing",Mirror Repair,1,Airtasker,1,1
"Doors, Windows & Glazing",PVC Windows,1,Airtasker,1,1
"Doors, Windows & Glazing",Perspex / Protective Screens,1,Rated People,1,1
"Doors, Windows & Glazing",Replacement Doors and Drawers,1,Checkatrade,1,1
"Doors, Windows & Glazing",Roller Shutters,1,Checkatrade,1,1
"Doors, Windows & Glazing",Secondary Glazing,1,Checkatrade,1,1
"Doors, Windows & Glazing",Security Door Locks,1,Checkatrade,1,1
"Doors, Windows & Glazing",Stable Doors,1,Checkatrade,1,1
"Doors, Windows & Glazing",Stained Glass,1,Checkatrade,1,1
"Doors, Windows & Glazing",Timber Window Repair,1,Checkatrade,1,1
"Doors, Windows & Glazing",Triple Glazing,1,Airtasker,1,1
"Doors, Windows & Glazing",Triple Glazing Installation,1,Checkatrade,1,1
"Doors, Windows & Glazing",Triple Glazing Repair,1,Checkatrade,1,1
"Doors, Windows & Glazing",Vanity Mirror Installation,1,Airtasker,1,1
"Doors, Windows & Glazing",Vehicle Window Tinting,1,Checkatrade,1,1
"Doors, Windows & Glazing",Velux / Skylight Window,1,Rated People,1,1
"Doors, Windows & Glazing",Weather Stripping,1,Airtasker,1,1
"Doors, Windows & Glazing",Window Film,1,Checkatrade,1,1
"Doors, Windows & Glazing",Window Shutters,1,Checkatrade,1,1
"Doors, Windows & Glazing",Window Supply,1,Checkatrade,1,1
"Doors, Windows & Glazing",Window Tinting,1,Checkatrade,1,1
"Doors, Windows & Glazing",Windows / Doors / Conservatories,1,Checkatrade,1,1
"Doors, Windows & Glazing",Windows Help,1,Airtasker,1,1
"Doors, Windows & Glazing",Wooden Casement Window,1,Rated People,1,1
"Doors, Windows & Glazing",Wooden Doors - External,1,Rated People,1,1
"Doors, Windows & Glazing",Wooden Doors - Internal,1,Rated People,1,1
"Doors, Windows & Glazing",Wooden Sash Window,1,Rated People,1,1
"Doors, Windows & Glazing",Wooden Sash Window Repair,1,Checkatrade,1,1
"Doors, Windows & Glazing",Wooden Shutters,1,Checkatrade,1,1
"Doors, Windows & Glazing",Worktops - Glass,1,Checkatrade,1,1
"Doors, Windows & Glazing",bespoke windows,1,Checkatrade,1,1
"Doors, Windows & Glazing",bespoke wooden doors,1,Checkatrade,1,1
"Doors, Windows & Glazing",door dipping,1,Checkatrade,1,1
"Doors, Windows & Glazing",uPVC Window Repair,1,Checkatrade,1,1
Driveways & Paving,Patio Installation,1,Checkatrade,1,1
"Driveways, Paving & Surfacing",Bonded Aggregate Surfacing,1,Checkatrade,1,1
"Driveways, Paving & Surfacing",Driveway / Patio Design,1,Checkatrade,1,1
"Driveways, Paving & Surfacing",Driveway Sealing,1,Airtasker,1,1
"Driveways, Paving & Surfacing",Driveway pavers,1,Rated People,1,1
"Driveways, Paving & Surfacing",Dropped Kerb Installation,1,Checkatrade,1,1
"Driveways, Paving & Surfacing",Patio Services,1,Airtasker,1,1
"Driveways, Paving & Surfacing",Resin Bond Surfacing,1,Checkatrade,1,1
"Driveways, Paving & Surfacing",Resin Bound Surfacing,1,Checkatrade,1,1
"Driveways, Paving & Surfacing",Resin Driveway,1,Rated People,1,1
"Driveways, Paving & Surfacing",Road Marking,1,Checkatrade,1,1
"Driveways, Paving & Surfacing",Slab Laying,1,Airtasker,1,1
"Driveways, Paving & Surfacing",Tarmac Driveway,1,Rated People,1,1
"Driveways, Paving & Surfacing",Tarmac Driveways,1,Checkatrade,1,1
"Driveways, Paving & Surfacing",Tarmac Laying,1,Airtasker,1,1
Electrical Services,Chandelier Installation,1,Airtasker,1,1
Electrical Services,EV Charger Installation,1,Checkatrade,1,1
Electrical Services,EV Charger Installation Only,1,Checkatrade,1,1
Electrical Services,EV Charger Repair,1,Checkatrade,1,1
Electrical Services,EV Charger Supply and Install,1,Checkatrade,1,1
Electrical Services,Electric Car Charging Point Installation,1,Rated People,1,1
Electrical Services,Electric Cooker Installation and Repair,1,Airtasker,1,1
Electrical Services,Electric Cooker Installer,1,Checkatrade,1,1
Electrical Services,Electric Cooker Services,1,Checkatrade,1,1
Electrical Services,Electric Oven / Hob - Installation,1,Rated People,1,1
Electrical Services,Electric Radiators,1,Checkatrade,1,1
Electrical Services,Electric Range Cookers,1,Checkatrade,1,1
Electrical Services,Electric Scooter Repair,1,Airtasker,1,1
Electrical Services,Electric Shower Services,1,Checkatrade,1,1
Electrical Services,Electrical & Lighting,1,Bark,1,1
Electrical Services,Electrical Contractors,1,Checkatrade,1,1
Electrical Services,Electrical Fault Finding,1,Checkatrade,1,1
Electrical Services,Electrical Heater Repair,1,Checkatrade,1,1
Electrical Services,Electrical Installation,1,Airtasker,1,1
Electrical Services,Electrical Installation / Testing,1,Rated People,1,1
Electrical Services,Electrical Repair,1,Airtasker,1,1
Electrical Services,Electrical Safety Certificate Cost,1,Checkatrade,1,1
Electrical Services,Electrical Under Floor Heating Installation,1,Checkatrade,1,1
Electrical Services,Electrical Under Floor Heating Repair,1,Checkatrade,1,1
Electrical Services,Emergency Lighting,1,Checkatrade,1,1
Electrical Services,Energy Efficient Lighting,1,Checkatrade,1,1
Electrical Services,External Lighting,1,Rated People,1,1
Electrical Services,Extractor Fan Installation,1,Airtasker,1,1
Electrical Services,Interior Lighting Designers,1,Airtasker,1,1
Electrical Services,Internal Lighting,1,Rated People,1,1
Electrical Services,LED Lighting Installation,1,Checkatrade,1,1
Electrical Services,Landscape Lighting,1,Airtasker,1,1
Electrical Services,Lighting Design,1,Checkatrade,1,1
Electrical Services,Lighting Repair,1,Airtasker,1,1
Electrical Services,Outdoor Lighting Installation,1,Airtasker,1,1
Electrical Services,Power Point Installation,1,Airtasker,1,1
Electrical Services,Smart Thermostat Installation,1,Checkatrade,1,1
Electrical Services,Socket & Switch Installation,1,Airtasker,1,1
Electrical Services,Socket Services,1,Checkatrade,1,1
Electrical Services,gas and electric cooker installation,1,Checkatrade,1,1
Electronics Repair Services,Circuit Board Repair,1,Airtasker,1,1
Electronics Repair Services,Games Console Repair,1,Airtasker,1,1
Electronics Repair Services,General Electronics Repair,1,Airtasker,1,1
Electronics Repair Services,Headphone Repair,1,Airtasker,1,1
Electronics Repair Services,Hi-Fi Repair,1,Airtasker,1,1
Electronics Repair Services,Projector Installation,1,Airtasker,1,1
Electronics Repair Services,Sound System Installation,1,Airtasker,1,1
Electronics Repair Services,Table Lamp Repair,1,Airtasker,1,1
Electronics Repair Services,Video / Audio Repair,1,Checkatrade,1,1
Electronics Repair Services,iPod Repair,1,Airtasker,1,1
Events & Wedding Services,Bagpiper,1,Airtasker,1,1
Events & Wedding Services,Balloon Artist,1,Airtasker,1,1
Events & Wedding Services,Band Hire,1,Airtasker,1,1
Events & Wedding Services,Belly Dance Entertainment,1,Airtasker,1,1
Events & Wedding Services,Birthday Grams,1,Airtasker,1,1
Events & Wedding Services,Bouncy Castle Hire,1,Checkatrade,1,1
Events & Wedding Services,Clown Entertainment,1,Airtasker,1,1
Events & Wedding Services,Comedy Entertainment,1,Airtasker,1,1
Events & Wedding Services,Corporate Filming,1,Checkatrade,1,1
Events & Wedding Services,Dance Entertainment,1,Airtasker,1,1
Events & Wedding Services,Event Setup,1,Checkatrade,1,1
Events & Wedding Services,Event Staffing,1,Airtasker,1,1
Events & Wedding Services,Florist,1,Airtasker,1,1
Events & Wedding Services,Flower Arrangements,1,Airtasker,1,1
Events & Wedding Services,Flower Wall Hire,1,Airtasker,1,1
Events & Wedding Services,Juggling Entertainment,1,Airtasker,1,1
Events & Wedding Services,Magician,1,Airtasker,1,1
Events & Wedding Services,Marquee Hire,1,Checkatrade,1,1
Events & Wedding Services,Mobile Disco,1,Checkatrade,1,1
Events & Wedding Services,Music Services,1,Bark,1,1
Events & Wedding Services,Party Assistance,1,Airtasker,1,1
Events & Wedding Services,Singer,1,Airtasker,1,1
Events & Wedding Services,Wait Staff,1,Airtasker,1,1
Events & Wedding Services,Wedding,1,Airtasker,1,1
Events & Wedding Services,Wedding Cakes,1,Airtasker,1,1
Events & Wedding Services,Wedding Car Hire,1,Airtasker,1,1
Events & Wedding Services,Wedding Celebrant,1,Airtasker,1,1
Events & Wedding Services,Wedding Dress Alterations,1,Airtasker,1,1
Events & Wedding Services,Wedding Dress Designer,1,Airtasker,1,1
Events & Wedding Services,Wedding Entertainment,1,Airtasker,1,1
Events & Wedding Services,Wedding Floristry,1,Airtasker,1,1
Events & Wedding Services,Wedding Invitation Designer,1,Airtasker,1,1
Events & Wedding Services,Wedding Transportation,1,Airtasker,1,1
"Fabric, Clothing & Specialist Repair",Clothing Repair,1,Airtasker,1,1
"Fabric, Clothing & Specialist Repair",Costume Maker,1,Airtasker,1,1
"Fabric, Clothing & Specialist Repair",Embroidery Services,1,Airtasker,1,1
"Fabric, Clothing & Specialist Repair",Leather Repair,1,Checkatrade,1,1
"Fabric, Clothing & Specialist Repair",Pattern Cutter,1,Airtasker,1,1
"Fabric, Clothing & Specialist Repair",Sewing Machine Repair,1,Airtasker,1,1
"Fabric, Clothing & Specialist Repair",Tent Repair,1,Airtasker,1,1
Fencing & Gates,Agricultural Fencing,1,Checkatrade,1,1
"Fencing, Gates & Outdoor Structures",Carport Installation,1,Checkatrade,1,1
"Fencing, Gates & Outdoor Structures",Electric Gate Installation,1,Checkatrade,1,1
"Fencing, Gates & Outdoor Structures",Electric Gate Supplier,1,Checkatrade,1,1
"Fencing, Gates & Outdoor Structures",Electric Gate Wiring,1,Checkatrade,1,1
"Fencing, Gates & Outdoor Structures",Fence Installation,1,Airtasker,1,1
"Fencing, Gates & Outdoor Structures",Fence Installation Cost,1,Checkatrade,1,1
"Fencing, Gates & Outdoor Structures",Fence Staining,1,Airtasker,1,1
"Fencing, Gates & Outdoor Structures",Gate Automation,1,Checkatrade,1,1
"Fencing, Gates & Outdoor Structures",Gate Installation,1,Airtasker,1,1
