borough_code,borough,service_family,vendor_supply_proxy,ons_group_count,borough_supply_rank,borough_supply_percentile
E09000029,Sutton,Electronics Repair Services,1610,2,30,12.1
E09000016,Havering,Electronics Repair Services,1350,2,31,9.1
E09000004,Bexley,Electronics Repair Services,1275,2,32,6.1
E09000002,Barking and Dagenham,Electronics Repair Services,880,2,33,3.0
E09000033,Westminster,Events & Creative,5495,1,1,100.0
E09000007,Camden,Events & Creative,3760,1,2,97.0
E09000019,Islington,Events & Creative,2150,1,3,93.9
E09000012,Hackney,Events & Creative,2055,1,4,90.9
E09000003,Barnet,Events & Creative,1825,1,5,87.9
E09000028,Southwark,Events & Creative,1685,1,6,84.8
E09000032,Wandsworth,Events & Creative,1575,1,7,81.8
E09000030,Tower Hamlets,Events & Creative,1500,1,8,78.8
E09000022,Lambeth,Events & Creative,1480,1,9,75.8
E09000014,Haringey,Events & Creative,1450,1,10,72.7
E09000020,Kensington and Chelsea,Events & Creative,1400,1,11,69.7
E09000009,Ealing,Events & Creative,1350,1,12,66.7
E09000006,Bromley,Events & Creative,1335,1,13,63.6
E09000013,Hammersmith and Fulham,Events & Creative,1265,1,14,60.6
E09000027,Richmond upon Thames,Events & Creative,1255,1,15,57.6
E09000005,Brent,Events & Creative,1230,1,16,54.5
E09000008,Croydon,Events & Creative,1180,1,17,51.5
E09000023,Lewisham,Events & Creative,1175,1,18,48.5
E09000010,Enfield,Events & Creative,1160,1,19,45.5
E09000001,City of London,Events & Creative,1095,1,20,42.4
E09000031,Waltham Forest,Events & Creative,1070,1,21,39.4
E09000011,Greenwich,Events & Creative,980,1,22,36.4
E09000025,Newham,Events & Creative,975,1,23,33.3
E09000018,Hounslow,Events & Creative,965,1,24,30.3
E09000017,Hillingdon,Events & Creative,950,1,25,27.3
E09000026,Redbridge,Events & Creative,895,1,26,24.2
E09000015,Harrow,Events & Creative,865,1,27,21.2
E09000024,Merton,Events & Creative,825,1,28,18.2
E09000016,Havering,Events & Creative,735,1,29,15.2
E09000021,Kingston upon Thames,Events & Creative,670,1,30,12.1
E09000029,Sutton,Events & Creative,620,1,31,9.1
E09000004,Bexley,Events & Creative,615,1,32,6.1
E09000002,Barking and Dagenham,Events & Creative,445,1,33,3.0
E09000033,Westminster,Events & Wedding Services,12470,2,1,100.0
E09000007,Camden,Events & Wedding Services,7615,2,2,97.0
E09000019,Islington,Events & Wedding Services,4640,2,3,93.9
E09000001,City of London,Events & Wedding Services,4615,2,4,90.9
E09000012,Hackney,Events & Wedding Services,4500,2,5,87.9
E09000003,Barnet,Events & Wedding Services,4110,2,6,84.8
E09000028,Southwark,Events & Wedding Services,3500,2,7,81.8
E09000030,Tower Hamlets,Events & Wedding Services,3450,2,8,78.8
E09000032,Wandsworth,Events & Wedding Services,3245,2,9,75.8
E09000022,Lambeth,Events & Wedding Services,3035,2,10,72.7
E09000020,Kensington and Chelsea,Events & Wedding Services,2990,2,11,69.7
E09000009,Ealing,Events & Wedding Services,2905,2,12,66.7
E09000006,Bromley,Events & Wedding Services,2880,2,13,63.6
E09000013,Hammersmith and Fulham,Events & Wedding Services,2750,2,14,60.6
E09000010,Enfield,Events & Wedding Services,2695,2,15,57.6
E09000005,Brent,Events & Wedding Services,2655,2,16,54.5
E09000014,Haringey,Events & Wedding Services,2575,2,17,51.5
E09000008,Croydon,Events & Wedding Services,2485,2,18,48.5
E09000027,Richmond upon Thames,Events & Wedding Services,2440,2,19,45.5
E09000025,Newham,Events & Wedding Services,2425,2,20,42.4
E09000017,Hillingdon,Events & Wedding Services,2385,2,21,39.4
E09000026,Redbridge,Events & Wedding Services,2340,2,22,36.4
E09000018,Hounslow,Events & Wedding Services,2270,2,23,33.3
E09000031,Waltham Forest,Events & Wedding Services,2155,2,24,30.3
E09000015,Harrow,Events & Wedding Services,2115,2,25,27.3
E09000023,Lewisham,Events & Wedding Services,2060,2,26,24.2
E09000024,Merton,Events & Wedding Services,2040,2,27,21.2
E09000011,Greenwich,Events & Wedding Services,2005,2,28,18.2
E09000016,Havering,Events & Wedding Services,1815,2,29,15.2
E09000021,Kingston upon Thames,Events & Wedding Services,1495,2,30,12.1
E09000004,Bexley,Events & Wedding Services,1450,2,31,9.1
E09000029,Sutton,Events & Wedding Services,1420,2,32,6.1
E09000002,Barking and Dagenham,Events & Wedding Services,1285,2,33,3.0
E09000033,Westminster,"Fabric, Clothing & Specialist Repair",5495,1,1,100.0
E09000007,Camden,"Fabric, Clothing & Specialist Repair",3760,1,2,97.0
E09000019,Islington,"Fabric, Clothing & Specialist Repair",2150,1,3,93.9
E09000012,Hackney,"Fabric, Clothing & Specialist Repair",2055,1,4,90.9
E09000003,Barnet,"Fabric, Clothing & Specialist Repair",1825,1,5,87.9
E09000028,Southwark,"Fabric, Clothing & Specialist Repair",1685,1,6,84.8
E09000032,Wandsworth,"Fabric, Clothing & Specialist Repair",1575,1,7,81.8
E09000030,Tower Hamlets,"Fabric, Clothing & Specialist Repair",1500,1,8,78.8
E09000022,Lambeth,"Fabric, Clothing & Specialist Repair",1480,1,9,75.8
E09000014,Haringey,"Fabric, Clothing & Specialist Repair",1450,1,10,72.7
E09000020,Kensington and Chelsea,"Fabric, Clothing & Specialist Repair",1400,1,11,69.7
E09000009,Ealing,"Fabric, Clothing & Specialist Repair",1350,1,12,66.7
E09000006,Bromley,"Fabric, Clothing & Specialist Repair",1335,1,13,63.6
E09000013,Hammersmith and Fulham,"Fabric, Clothing & Specialist Repair",1265,1,14,60.6
E09000027,Richmond upon Thames,"Fabric, Clothing & Specialist Repair",1255,1,15,57.6
E09000005,Brent,"Fabric, Clothing & Specialist Repair",1230,1,16,54.5
E09000008,Croydon,"Fabric, Clothing & Specialist Repair",1180,1,17,51.5
E09000023,Lewisham,"Fabric, Clothing & Specialist Repair",1175,1,18,48.5
E09000010,Enfield,"Fabric, Clothing & Specialist Repair",1160,1,19,45.5
E09000001,City of London,"Fabric, Clothing & Specialist Repair",1095,1,20,42.4
E09000031,Waltham Forest,"Fabric, Clothing & Specialist Repair",1070,1,21,39.4
E09000011,Greenwich,"Fabric, Clothing & Specialist Repair",980,1,22,36.4
E09000025,Newham,"Fabric, Clothing & Specialist Repair",975,1,23,33.3
E09000018,Hounslow,"Fabric, Clothing & Specialist Repair",965,1,24,30.3
E09000017,Hillingdon,"Fabric, Clothing & Specialist Repair",950,1,25,27.3
E09000026,Redbridge,"Fabric, Clothing & Specialist Repair",895,1,26,24.2
E09000015,Harrow,"Fabric, Clothing & Specialist Repair",865,1,27,21.2
E09000024,Merton,"Fabric, Clothing & Specialist Repair",825,1,28,18.2
E09000016,Havering,"Fabric, Clothing & Specialist Repair",735,1,29,15.2
E09000021,Kingston upon Thames,"Fabric, Clothing & Specialist Repair",670,1,30,12.1
E09000029,Sutton,"Fabric, Clothing & Specialist Repair",620,1,31,9.1
E09000004,Bexley,"Fabric, Clothing & Specialist Repair",615,1,32,6.1
E09000002,Barking and Dagenham,"Fabric, Clothing & Specialist Repair",445,1,33,3.0
E09000033,Westminster,Fencing & Gates,5495,1,1,100.0
E09000007,Camden,Fencing & Gates,3760,1,2,97.0
E09000019,Islington,Fencing & Gates,2150,1,3,93.9
E09000012,Hackney,Fencing & Gates,2055,1,4,90.9
E09000003,Barnet,Fencing & Gates,1825,1,5,87.9
E09000028,Southwark,Fencing & Gates,1685,1,6,84.8
E09000032,Wandsworth,Fencing & Gates,1575,1,7,81.8
E09000030,Tower Hamlets,Fencing & Gates,1500,1,8,78.8
E09000022,Lambeth,Fencing & Gates,1480,1,9,75.8
E09000014,Haringey,Fencing & Gates,1450,1,10,72.7
E09000020,Kensington and Chelsea,Fencing & Gates,1400,1,11,69.7
E09000009,Ealing,Fencing & Gates,1350,1,12,66.7
E09000006,Bromley,Fencing & Gates,1335,1,13,63.6
E09000013,Hammersmith and Fulham,Fencing & Gates,1265,1,14,60.6
E09000027,Richmond upon Thames,Fencing & Gates,1255,1,15,57.6
E09000005,Brent,Fencing & Gates,1230,1,16,54.5
E09000008,Croydon,Fencing & Gates,1180,1,17,51.5
E09000023,Lewisham,Fencing & Gates,1175,1,18,48.5
E09000010,Enfield,Fencing & Gates,1160,1,19,45.5
E09000001,City of London,Fencing & Gates,1095,1,20,42.4
E09000031,Waltham Forest,Fencing & Gates,1070,1,21,39.4
E09000011,Greenwich,Fencing & Gates,980,1,22,36.4
E09000025,Newham,Fencing & Gates,975,1,23,33.3
E09000018,Hounslow,Fencing & Gates,965,1,24,30.3
E09000017,Hillingdon,Fencing & Gates,950,1,25,27.3
E09000026,Redbridge,Fencing & Gates,895,1,26,24.2
E09000015,Harrow,Fencing & Gates,865,1,27,21.2
E09000024,Merton,Fencing & Gates,825,1,28,18.2
E09000016,Havering,Fencing & Gates,735,1,29,15.2
E09000021,Kingston upon Thames,Fencing & Gates,670,1,30,12.1
E09000029,Sutton,Fencing & Gates,620,1,31,9.1
E09000004,Bexley,Fencing & Gates,615,1,32,6.1
E09000002,Barking and Dagenham,Fencing & Gates,445,1,33,3.0
E09000003,Barnet,"Fencing, Gates & Outdoor Structures",3795,1,1,100.0
E09000033,Westminster,"Fencing, Gates & Outdoor Structures",3325,1,2,97.0
E09000016,Havering,"Fencing, Gates & Outdoor Structures",3020,1,3,93.9
E09000010,Enfield,"Fencing, Gates & Outdoor Structures",2860,1,4,90.9
E09000017,Hillingdon,"Fencing, Gates & Outdoor Structures",2815,1,5,87.9
E09000009,Ealing,"Fencing, Gates & Outdoor Structures",2745,1,6,84.8
E09000026,Redbridge,"Fencing, Gates & Outdoor Structures",2735,1,7,81.8
E09000006,Bromley,"Fencing, Gates & Outdoor Structures",2605,1,8,78.8
E09000015,Harrow,"Fencing, Gates & Outdoor Structures",2550,1,9,75.8
E09000005,Brent,"Fencing, Gates & Outdoor Structures",2475,1,10,72.7
E09000008,Croydon,"Fencing, Gates & Outdoor Structures",2420,1,11,69.7
E09000025,Newham,"Fencing, Gates & Outdoor Structures",2325,1,12,66.7
E09000031,Waltham Forest,"Fencing, Gates & Outdoor Structures",2245,1,13,63.6
E09000004,Bexley,"Fencing, Gates & Outdoor Structures",2125,1,14,60.6
E09000007,Camden,"Fencing, Gates & Outdoor Structures",2090,1,15,57.6
E09000002,Barking and Dagenham,"Fencing, Gates & Outdoor Structures",2055,1,16,54.5
E09000029,Sutton,"Fencing, Gates & Outdoor Structures",1820,1,17,51.5
E09000018,Hounslow,"Fencing, Gates & Outdoor Structures",1775,1,18,48.5
E09000012,Hackney,"Fencing, Gates & Outdoor Structures",1730,1,19,45.5
E09000024,Merton,"Fencing, Gates & Outdoor Structures",1675,1,20,42.4
E09000014,Haringey,"Fencing, Gates & Outdoor Structures",1545,1,21,39.4
E09000019,Islington,"Fencing, Gates & Outdoor Structures",1530,1,22,36.4
E09000011,Greenwich,"Fencing, Gates & Outdoor Structures",1495,1,23,33.3
E09000032,Wandsworth,"Fencing, Gates & Outdoor Structures",1205,1,24,30.3
E09000030,Tower Hamlets,"Fencing, Gates & Outdoor Structures",1095,1,25,27.3
E09000022,Lambeth,"Fencing, Gates & Outdoor Structures",1090,1,26,24.2
E09000023,Lewisham,"Fencing, Gates & Outdoor Structures",1080,1,27,21.2
E09000021,Kingston upon Thames,"Fencing, Gates & Outdoor Structures",1060,1,28,18.2
E09000028,Southwark,"Fencing, Gates & Outdoor Structures",1050,1,29,15.2
E09000027,Richmond upon Thames,"Fencing, Gates & Outdoor Structures",960,1,30,12.1
E09000001,City of London,"Fencing, Gates & Outdoor Structures",905,1,31,9.1
E09000013,Hammersmith and Fulham,"Fencing, Gates & Outdoor Structures",845,1,32,6.1
E09000020,Kensington and Chelsea,"Fencing, Gates & Outdoor Structures",835,1,33,3.0
E09000033,Westminster,Fire & Safety Services,19835,2,1,100.0
E09000007,Camden,Fire & Safety Services,14850,2,2,97.0
E09000001,City of London,Fire & Safety Services,11850,2,3,93.9
E09000012,Hackney,Fire & Safety Services,8595,2,4,90.9
E09000019,Islington,Fire & Safety Services,8230,2,5,87.9
E09000003,Barnet,Fire & Safety Services,6800,2,6,84.8
E09000028,Southwark,Fire & Safety Services,5775,2,7,81.8
E09000032,Wandsworth,Fire & Safety Services,5425,2,8,78.8
E09000030,Tower Hamlets,Fire & Safety Services,5375,2,9,75.8
E09000020,Kensington and Chelsea,Fire & Safety Services,4690,2,10,72.7
E09000027,Richmond upon Thames,Fire & Safety Services,4535,2,11,69.7
E09000022,Lambeth,Fire & Safety Services,4480,2,12,66.7
E09000013,Hammersmith and Fulham,Fire & Safety Services,4350,2,13,63.6
E09000006,Bromley,Fire & Safety Services,4335,2,14,60.6
E09000009,Ealing,Fire & Safety Services,4305,2,15,57.6
E09000015,Harrow,Fire & Safety Services,4000,2,16,54.5
E09000008,Croydon,Fire & Safety Services,3715,2,17,51.5
E09000010,Enfield,Fire & Safety Services,3655,2,18,48.5
E09000026,Redbridge,Fire & Safety Services,3610,2,19,45.5
E09000005,Brent,Fire & Safety Services,3570,2,20,42.4
E09000014,Haringey,Fire & Safety Services,3445,2,21,39.4
E09000017,Hillingdon,Fire & Safety Services,3410,2,22,36.4
E09000024,Merton,Fire & Safety Services,3385,2,23,33.3
E09000018,Hounslow,Fire & Safety Services,3310,2,24,30.3
E09000025,Newham,Fire & Safety Services,3140,2,25,27.3
E09000031,Waltham Forest,Fire & Safety Services,2995,2,26,24.2
E09000023,Lewisham,Fire & Safety Services,2710,2,27,21.2
E09000011,Greenwich,Fire & Safety Services,2695,2,28,18.2
E09000021,Kingston upon Thames,Fire & Safety Services,2570,2,29,15.2
E09000016,Havering,Fire & Safety Services,2345,2,30,12.1
E09000029,Sutton,Fire & Safety Services,2070,2,31,9.1
E09000004,Bexley,Fire & Safety Services,1990,2,32,6.1
E09000002,Barking and Dagenham,Fire & Safety Services,1600,2,33,3.0
E09000033,Westminster,Fire & Safety Systems,5495,1,1,100.0
E09000007,Camden,Fire & Safety Systems,3760,1,2,97.0
E09000019,Islington,Fire & Safety Systems,2150,1,3,93.9
E09000012,Hackney,Fire & Safety Systems,2055,1,4,90.9
E09000003,Barnet,Fire & Safety Systems,1825,1,5,87.9
E09000028,Southwark,Fire & Safety Systems,1685,1,6,84.8
E09000032,Wandsworth,Fire & Safety Systems,1575,1,7,81.8
E09000030,Tower Hamlets,Fire & Safety Systems,1500,1,8,78.8
E09000022,Lambeth,Fire & Safety Systems,1480,1,9,75.8
E09000014,Haringey,Fire & Safety Systems,1450,1,10,72.7
E09000020,Kensington and Chelsea,Fire & Safety Systems,1400,1,11,69.7
E09000009,Ealing,Fire & Safety Systems,1350,1,12,66.7
E09000006,Bromley,Fire & Safety Systems,1335,1,13,63.6
E09000013,Hammersmith and Fulham,Fire & Safety Systems,1265,1,14,60.6
E09000027,Richmond upon Thames,Fire & Safety Systems,1255,1,15,57.6
E09000005,Brent,Fire & Safety Systems,1230,1,16,54.5
E09000008,Croydon,Fire & Safety Systems,1180,1,17,51.5
E09000023,Lewisham,Fire & Safety Systems,1175,1,18,48.5
E09000010,Enfield,Fire & Safety Systems,1160,1,19,45.5
E09000001,City of London,Fire & Safety Systems,1095,1,20,42.4
E09000031,Waltham Forest,Fire & Safety Systems,1070,1,21,39.4
E09000011,Greenwich,Fire & Safety Systems,980,1,22,36.4
E09000025,Newham,Fire & Safety Systems,975,1,23,33.3
E09000018,Hounslow,Fire & Safety Systems,965,1,24,30.3
E09000017,Hillingdon,Fire & Safety Systems,950,1,25,27.3
E09000026,Redbridge,Fire & Safety Systems,895,1,26,24.2
E09000015,Harrow,Fire & Safety Systems,865,1,27,21.2
E09000024,Merton,Fire & Safety Systems,825,1,28,18.2
E09000016,Havering,Fire & Safety Systems,735,1,29,15.2
E09000021,Kingston upon Thames,Fire & Safety Systems,670,1,30,12.1
E09000029,Sutton,Fire & Safety Systems,620,1,31,9.1
E09000004,Bexley,Fire & Safety Systems,615,1,32,6.1
E09000002,Barking and Dagenham,Fire & Safety Systems,445,1,33,3.0
E09000033,Westminster,Fitness & Sports Coaching,5495,1,1,100.0
E09000007,Camden,Fitness & Sports Coaching,3760,1,2,97.0
E09000019,Islington,Fitness & Sports Coaching,2150,1,3,93.9
E09000012,Hackney,Fitness & Sports Coaching,2055,1,4,90.9
E09000003,Barnet,Fitness & Sports Coaching,1825,1,5,87.9
E09000028,Southwark,Fitness & Sports Coaching,1685,1,6,84.8
E09000032,Wandsworth,Fitness & Sports Coaching,1575,1,7,81.8
E09000030,Tower Hamlets,Fitness & Sports Coaching,1500,1,8,78.8
E09000022,Lambeth,Fitness & Sports Coaching,1480,1,9,75.8
E09000014,Haringey,Fitness & Sports Coaching,1450,1,10,72.7
E09000020,Kensington and Chelsea,Fitness & Sports Coaching,1400,1,11,69.7
E09000009,Ealing,Fitness & Sports Coaching,1350,1,12,66.7
E09000006,Bromley,Fitness & Sports Coaching,1335,1,13,63.6
E09000013,Hammersmith and Fulham,Fitness & Sports Coaching,1265,1,14,60.6
E09000027,Richmond upon Thames,Fitness & Sports Coaching,1255,1,15,57.6
E09000005,Brent,Fitness & Sports Coaching,1230,1,16,54.5
E09000008,Croydon,Fitness & Sports Coaching,1180,1,17,51.5
E09000023,Lewisham,Fitness & Sports Coaching,1175,1,18,48.5
E09000010,Enfield,Fitness & Sports Coaching,1160,1,19,45.5
E09000001,City of London,Fitness & Sports Coaching,1095,1,20,42.4
E09000031,Waltham Forest,Fitness & Sports Coaching,1070,1,21,39.4
E09000011,Greenwich,Fitness & Sports Coaching,980,1,22,36.4
E09000025,Newham,Fitness & Sports Coaching,975,1,23,33.3
E09000018,Hounslow,Fitness & Sports Coaching,965,1,24,30.3
E09000017,Hillingdon,Fitness & Sports Coaching,950,1,25,27.3
E09000026,Redbridge,Fitness & Sports Coaching,895,1,26,24.2
E09000015,Harrow,Fitness & Sports Coaching,865,1,27,21.2
E09000024,Merton,Fitness & Sports Coaching,825,1,28,18.2
E09000016,Havering,Fitness & Sports Coaching,735,1,29,15.2
E09000021,Kingston upon Thames,Fitness & Sports Coaching,670,1,30,12.1
E09000029,Sutton,Fitness & Sports Coaching,620,1,31,9.1
E09000004,Bexley,Fitness & Sports Coaching,615,1,32,6.1
E09000002,Barking and Dagenham,Fitness & Sports Coaching,445,1,33,3.0
E09000003,Barnet,Flooring,3795,1,1,100.0
E09000033,Westminster,Flooring,3325,1,2,97.0
E09000016,Havering,Flooring,3020,1,3,93.9
E09000010,Enfield,Flooring,2860,1,4,90.9
E09000017,Hillingdon,Flooring,2815,1,5,87.9
E09000009,Ealing,Flooring,2745,1,6,84.8
E09000026,Redbridge,Flooring,2735,1,7,81.8
E09000006,Bromley,Flooring,2605,1,8,78.8
E09000015,Harrow,Flooring,2550,1,9,75.8
E09000005,Brent,Flooring,2475,1,10,72.7
E09000008,Croydon,Flooring,2420,1,11,69.7
E09000025,Newham,Flooring,2325,1,12,66.7
E09000031,Waltham Forest,Flooring,2245,1,13,63.6
E09000004,Bexley,Flooring,2125,1,14,60.6
E09000007,Camden,Flooring,2090,1,15,57.6
E09000002,Barking and Dagenham,Flooring,2055,1,16,54.5
E09000029,Sutton,Flooring,1820,1,17,51.5
E09000018,Hounslow,Flooring,1775,1,18,48.5
E09000012,Hackney,Flooring,1730,1,19,45.5
E09000024,Merton,Flooring,1675,1,20,42.4
E09000014,Haringey,Flooring,1545,1,21,39.4
E09000019,Islington,Flooring,1530,1,22,36.4
E09000011,Greenwich,Flooring,1495,1,23,33.3
E09000032,Wandsworth,Flooring,1205,1,24,30.3
E09000030,Tower Hamlets,Flooring,1095,1,25,27.3
E09000022,Lambeth,Flooring,1090,1,26,24.2
E09000023,Lewisham,Flooring,1080,1,27,21.2
E09000021,Kingston upon Thames,Flooring,1060,1,28,18.2
E09000028,Southwark,Flooring,1050,1,29,15.2
E09000027,Richmond upon Thames,Flooring,960,1,30,12.1
E09000001,City of London,Flooring,905,1,31,9.1
E09000013,Hammersmith and Fulham,Flooring,845,1,32,6.1
E09000020,Kensington and Chelsea,Flooring,835,1,33,3.0
E09000003,Barnet,Flooring & Tiling Services,3795,1,1,100.0
E09000033,Westminster,Flooring & Tiling Services,3325,1,2,97.0
E09000016,Havering,Flooring & Tiling Services,3020,1,3,93.9
E09000010,Enfield,Flooring & Tiling Services,2860,1,4,90.9
E09000017,Hillingdon,Flooring & Tiling Services,2815,1,5,87.9
E09000009,Ealing,Flooring & Tiling Services,2745,1,6,84.8
E09000026,Redbridge,Flooring & Tiling Services,2735,1,7,81.8
E09000006,Bromley,Flooring & Tiling Services,2605,1,8,78.8
E09000015,Harrow,Flooring & Tiling Services,2550,1,9,75.8
E09000005,Brent,Flooring & Tiling Services,2475,1,10,72.7
E09000008,Croydon,Flooring & Tiling Services,2420,1,11,69.7
E09000025,Newham,Flooring & Tiling Services,2325,1,12,66.7
E09000031,Waltham Forest,Flooring & Tiling Services,2245,1,13,63.6
E09000004,Bexley,Flooring & Tiling Services,2125,1,14,60.6
E09000007,Camden,Flooring & Tiling Services,2090,1,15,57.6
