borough_code,borough,service_family,vendor_supply_proxy,ons_group_count,borough_supply_rank,borough_supply_percentile
E09000005,Brent,Scaffolding Services,2475,1,10,72.7
E09000008,Croydon,Scaffolding Services,2420,1,11,69.7
E09000025,Newham,Scaffolding Services,2325,1,12,66.7
E09000031,Waltham Forest,Scaffolding Services,2245,1,13,63.6
E09000004,Bexley,Scaffolding Services,2125,1,14,60.6
E09000007,Camden,Scaffolding Services,2090,1,15,57.6
E09000002,Barking and Dagenham,Scaffolding Services,2055,1,16,54.5
E09000029,Sutton,Scaffolding Services,1820,1,17,51.5
E09000018,Hounslow,Scaffolding Services,1775,1,18,48.5
E09000012,Hackney,Scaffolding Services,1730,1,19,45.5
E09000024,Merton,Scaffolding Services,1675,1,20,42.4
E09000014,Haringey,Scaffolding Services,1545,1,21,39.4
E09000019,Islington,Scaffolding Services,1530,1,22,36.4
E09000011,Greenwich,Scaffolding Services,1495,1,23,33.3
E09000032,Wandsworth,Scaffolding Services,1205,1,24,30.3
E09000030,Tower Hamlets,Scaffolding Services,1095,1,25,27.3
E09000022,Lambeth,Scaffolding Services,1090,1,26,24.2
E09000023,Lewisham,Scaffolding Services,1080,1,27,21.2
E09000021,Kingston upon Thames,Scaffolding Services,1060,1,28,18.2
E09000028,Southwark,Scaffolding Services,1050,1,29,15.2
E09000027,Richmond upon Thames,Scaffolding Services,960,1,30,12.1
E09000001,City of London,Scaffolding Services,905,1,31,9.1
E09000013,Hammersmith and Fulham,Scaffolding Services,845,1,32,6.1
E09000020,Kensington and Chelsea,Scaffolding Services,835,1,33,3.0
E09000033,Westminster,Security & Alarm Services,6975,1,1,100.0
E09000007,Camden,Security & Alarm Services,3855,1,2,97.0
E09000001,City of London,Security & Alarm Services,3520,1,3,93.9
E09000019,Islington,Security & Alarm Services,2490,1,4,90.9
E09000012,Hackney,Security & Alarm Services,2445,1,5,87.9
E09000003,Barnet,Security & Alarm Services,2285,1,6,84.8
E09000030,Tower Hamlets,Security & Alarm Services,1950,1,7,81.8
E09000028,Southwark,Security & Alarm Services,1815,1,8,78.8
E09000032,Wandsworth,Security & Alarm Services,1670,1,9,75.8
E09000020,Kensington and Chelsea,Security & Alarm Services,1590,1,10,72.7
E09000009,Ealing,Security & Alarm Services,1555,1,11,68.2
E09000022,Lambeth,Security & Alarm Services,1555,1,11,68.2
E09000006,Bromley,Security & Alarm Services,1545,1,12,63.6
E09000010,Enfield,Security & Alarm Services,1535,1,13,60.6
E09000013,Hammersmith and Fulham,Security & Alarm Services,1485,1,14,57.6
E09000025,Newham,Security & Alarm Services,1450,1,15,54.5
E09000026,Redbridge,Security & Alarm Services,1445,1,16,51.5
E09000017,Hillingdon,Security & Alarm Services,1435,1,17,48.5
E09000005,Brent,Security & Alarm Services,1425,1,18,45.5
E09000008,Croydon,Security & Alarm Services,1305,1,19,40.9
E09000018,Hounslow,Security & Alarm Services,1305,1,19,40.9
E09000015,Harrow,Security & Alarm Services,1250,1,20,36.4
E09000024,Merton,Security & Alarm Services,1215,1,21,33.3
E09000027,Richmond upon Thames,Security & Alarm Services,1185,1,22,30.3
E09000014,Haringey,Security & Alarm Services,1125,1,23,27.3
E09000031,Waltham Forest,Security & Alarm Services,1085,1,24,24.2
E09000016,Havering,Security & Alarm Services,1080,1,25,21.2
E09000011,Greenwich,Security & Alarm Services,1025,1,26,18.2
E09000023,Lewisham,Security & Alarm Services,885,1,27,15.2
E09000002,Barking and Dagenham,Security & Alarm Services,840,1,28,12.1
E09000004,Bexley,Security & Alarm Services,835,1,29,9.1
E09000021,Kingston upon Thames,Security & Alarm Services,825,1,30,6.1
E09000029,Sutton,Security & Alarm Services,800,1,31,3.0
E09000033,Westminster,Security Systems,5495,1,1,100.0
E09000007,Camden,Security Systems,3760,1,2,97.0
E09000019,Islington,Security Systems,2150,1,3,93.9
E09000012,Hackney,Security Systems,2055,1,4,90.9
E09000003,Barnet,Security Systems,1825,1,5,87.9
E09000028,Southwark,Security Systems,1685,1,6,84.8
E09000032,Wandsworth,Security Systems,1575,1,7,81.8
E09000030,Tower Hamlets,Security Systems,1500,1,8,78.8
E09000022,Lambeth,Security Systems,1480,1,9,75.8
E09000014,Haringey,Security Systems,1450,1,10,72.7
E09000020,Kensington and Chelsea,Security Systems,1400,1,11,69.7
E09000009,Ealing,Security Systems,1350,1,12,66.7
E09000006,Bromley,Security Systems,1335,1,13,63.6
E09000013,Hammersmith and Fulham,Security Systems,1265,1,14,60.6
E09000027,Richmond upon Thames,Security Systems,1255,1,15,57.6
E09000005,Brent,Security Systems,1230,1,16,54.5
E09000008,Croydon,Security Systems,1180,1,17,51.5
E09000023,Lewisham,Security Systems,1175,1,18,48.5
E09000010,Enfield,Security Systems,1160,1,19,45.5
E09000001,City of London,Security Systems,1095,1,20,42.4
E09000031,Waltham Forest,Security Systems,1070,1,21,39.4
E09000011,Greenwich,Security Systems,980,1,22,36.4
E09000025,Newham,Security Systems,975,1,23,33.3
E09000018,Hounslow,Security Systems,965,1,24,30.3
E09000017,Hillingdon,Security Systems,950,1,25,27.3
E09000026,Redbridge,Security Systems,895,1,26,24.2
E09000015,Harrow,Security Systems,865,1,27,21.2
E09000024,Merton,Security Systems,825,1,28,18.2
E09000016,Havering,Security Systems,735,1,29,15.2
E09000021,Kingston upon Thames,Security Systems,670,1,30,12.1
E09000029,Sutton,Security Systems,620,1,31,9.1
E09000004,Bexley,Security Systems,615,1,32,6.1
E09000002,Barking and Dagenham,Security Systems,445,1,33,3.0
E09000003,Barnet,"Septic, Sewage & Drainage Infrastructure",3795,1,1,100.0
E09000033,Westminster,"Septic, Sewage & Drainage Infrastructure",3325,1,2,97.0
E09000016,Havering,"Septic, Sewage & Drainage Infrastructure",3020,1,3,93.9
E09000010,Enfield,"Septic, Sewage & Drainage Infrastructure",2860,1,4,90.9
E09000017,Hillingdon,"Septic, Sewage & Drainage Infrastructure",2815,1,5,87.9
E09000009,Ealing,"Septic, Sewage & Drainage Infrastructure",2745,1,6,84.8
E09000026,Redbridge,"Septic, Sewage & Drainage Infrastructure",2735,1,7,81.8
E09000006,Bromley,"Septic, Sewage & Drainage Infrastructure",2605,1,8,78.8
E09000015,Harrow,"Septic, Sewage & Drainage Infrastructure",2550,1,9,75.8
E09000005,Brent,"Septic, Sewage & Drainage Infrastructure",2475,1,10,72.7
E09000008,Croydon,"Septic, Sewage & Drainage Infrastructure",2420,1,11,69.7
E09000025,Newham,"Septic, Sewage & Drainage Infrastructure",2325,1,12,66.7
E09000031,Waltham Forest,"Septic, Sewage & Drainage Infrastructure",2245,1,13,63.6
E09000004,Bexley,"Septic, Sewage & Drainage Infrastructure",2125,1,14,60.6
E09000007,Camden,"Septic, Sewage & Drainage Infrastructure",2090,1,15,57.6
E09000002,Barking and Dagenham,"Septic, Sewage & Drainage Infrastructure",2055,1,16,54.5
E09000029,Sutton,"Septic, Sewage & Drainage Infrastructure",1820,1,17,51.5
E09000018,Hounslow,"Septic, Sewage & Drainage Infrastructure",1775,1,18,48.5
E09000012,Hackney,"Septic, Sewage & Drainage Infrastructure",1730,1,19,45.5
E09000024,Merton,"Septic, Sewage & Drainage Infrastructure",1675,1,20,42.4
E09000014,Haringey,"Septic, Sewage & Drainage Infrastructure",1545,1,21,39.4
E09000019,Islington,"Septic, Sewage & Drainage Infrastructure",1530,1,22,36.4
E09000011,Greenwich,"Septic, Sewage & Drainage Infrastructure",1495,1,23,33.3
E09000032,Wandsworth,"Septic, Sewage & Drainage Infrastructure",1205,1,24,30.3
E09000030,Tower Hamlets,"Septic, Sewage & Drainage Infrastructure",1095,1,25,27.3
E09000022,Lambeth,"Septic, Sewage & Drainage Infrastructure",1090,1,26,24.2
E09000023,Lewisham,"Septic, Sewage & Drainage Infrastructure",1080,1,27,21.2
E09000021,Kingston upon Thames,"Septic, Sewage & Drainage Infrastructure",1060,1,28,18.2
E09000028,Southwark,"Septic, Sewage & Drainage Infrastructure",1050,1,29,15.2
E09000027,Richmond upon Thames,"Septic, Sewage & Drainage Infrastructure",960,1,30,12.1
E09000001,City of London,"Septic, Sewage & Drainage Infrastructure",905,1,31,9.1
E09000013,Hammersmith and Fulham,"Septic, Sewage & Drainage Infrastructure",845,1,32,6.1
E09000020,Kensington and Chelsea,"Septic, Sewage & Drainage Infrastructure",835,1,33,3.0
E09000033,Westminster,Smart Home & Automation,5495,1,1,100.0
E09000007,Camden,Smart Home & Automation,3760,1,2,97.0
E09000019,Islington,Smart Home & Automation,2150,1,3,93.9
E09000012,Hackney,Smart Home & Automation,2055,1,4,90.9
E09000003,Barnet,Smart Home & Automation,1825,1,5,87.9
E09000028,Southwark,Smart Home & Automation,1685,1,6,84.8
E09000032,Wandsworth,Smart Home & Automation,1575,1,7,81.8
E09000030,Tower Hamlets,Smart Home & Automation,1500,1,8,78.8
E09000022,Lambeth,Smart Home & Automation,1480,1,9,75.8
E09000014,Haringey,Smart Home & Automation,1450,1,10,72.7
E09000020,Kensington and Chelsea,Smart Home & Automation,1400,1,11,69.7
E09000009,Ealing,Smart Home & Automation,1350,1,12,66.7
E09000006,Bromley,Smart Home & Automation,1335,1,13,63.6
E09000013,Hammersmith and Fulham,Smart Home & Automation,1265,1,14,60.6
E09000027,Richmond upon Thames,Smart Home & Automation,1255,1,15,57.6
E09000005,Brent,Smart Home & Automation,1230,1,16,54.5
E09000008,Croydon,Smart Home & Automation,1180,1,17,51.5
E09000023,Lewisham,Smart Home & Automation,1175,1,18,48.5
E09000010,Enfield,Smart Home & Automation,1160,1,19,45.5
E09000001,City of London,Smart Home & Automation,1095,1,20,42.4
E09000031,Waltham Forest,Smart Home & Automation,1070,1,21,39.4
E09000011,Greenwich,Smart Home & Automation,980,1,22,36.4
E09000025,Newham,Smart Home & Automation,975,1,23,33.3
E09000018,Hounslow,Smart Home & Automation,965,1,24,30.3
E09000017,Hillingdon,Smart Home & Automation,950,1,25,27.3
E09000026,Redbridge,Smart Home & Automation,895,1,26,24.2
E09000015,Harrow,Smart Home & Automation,865,1,27,21.2
E09000024,Merton,Smart Home & Automation,825,1,28,18.2
E09000016,Havering,Smart Home & Automation,735,1,29,15.2
E09000021,Kingston upon Thames,Smart Home & Automation,670,1,30,12.1
E09000029,Sutton,Smart Home & Automation,620,1,31,9.1
E09000004,Bexley,Smart Home & Automation,615,1,32,6.1
E09000002,Barking and Dagenham,Smart Home & Automation,445,1,33,3.0
E09000033,Westminster,"Smart Home, Network & Cabling",9780,2,1,100.0
E09000007,Camden,"Smart Home, Network & Cabling",7890,2,2,97.0
E09000012,Hackney,"Smart Home, Network & Cabling",6525,2,3,93.9
E09000003,Barnet,"Smart Home, Network & Cabling",5985,2,4,90.9
E09000019,Islington,"Smart Home, Network & Cabling",5690,2,5,87.9
E09000009,Ealing,"Smart Home, Network & Cabling",4535,2,6,84.8
E09000017,Hillingdon,"Smart Home, Network & Cabling",4150,2,7,81.8
E09000015,Harrow,"Smart Home, Network & Cabling",4145,2,8,78.8
E09000026,Redbridge,"Smart Home, Network & Cabling",4140,2,9,75.8
E09000006,Bromley,"Smart Home, Network & Cabling",4075,2,10,72.7
E09000010,Enfield,"Smart Home, Network & Cabling",4010,2,11,69.7
E09000008,Croydon,"Smart Home, Network & Cabling",3905,2,12,66.7
E09000001,City of London,"Smart Home, Network & Cabling",3845,2,13,63.6
E09000005,Brent,"Smart Home, Network & Cabling",3825,2,14,60.6
E09000030,Tower Hamlets,"Smart Home, Network & Cabling",3665,2,15,57.6
E09000016,Havering,"Smart Home, Network & Cabling",3635,2,16,54.5
E09000025,Newham,"Smart Home, Network & Cabling",3615,2,17,51.5
E09000018,Hounslow,"Smart Home, Network & Cabling",3560,2,18,48.5
E09000031,Waltham Forest,"Smart Home, Network & Cabling",3425,2,19,45.5
E09000028,Southwark,"Smart Home, Network & Cabling",3335,2,20,42.4
E09000014,Haringey,"Smart Home, Network & Cabling",2925,2,21,39.4
E09000032,Wandsworth,"Smart Home, Network & Cabling",2895,2,22,36.4
E09000029,Sutton,"Smart Home, Network & Cabling",2810,2,23,33.3
E09000024,Merton,"Smart Home, Network & Cabling",2805,2,24,30.3
E09000004,Bexley,"Smart Home, Network & Cabling",2785,2,25,27.3
E09000022,Lambeth,"Smart Home, Network & Cabling",2765,2,26,24.2
E09000027,Richmond upon Thames,"Smart Home, Network & Cabling",2685,2,27,21.2
E09000011,Greenwich,"Smart Home, Network & Cabling",2585,2,28,18.2
E09000002,Barking and Dagenham,"Smart Home, Network & Cabling",2490,2,29,15.2
E09000013,Hammersmith and Fulham,"Smart Home, Network & Cabling",2425,2,30,12.1
E09000023,Lewisham,"Smart Home, Network & Cabling",2295,2,31,9.1
E09000021,Kingston upon Thames,"Smart Home, Network & Cabling",2015,2,32,6.1
E09000020,Kensington and Chelsea,"Smart Home, Network & Cabling",1995,2,33,3.0
E09000033,Westminster,Software & Development Services,6455,1,1,100.0
E09000007,Camden,Software & Development Services,5800,1,2,97.0
E09000012,Hackney,Software & Development Services,4795,1,3,93.9
E09000019,Islington,Software & Development Services,4160,1,4,90.9
E09000001,City of London,Software & Development Services,2940,1,5,87.9
E09000030,Tower Hamlets,Software & Development Services,2570,1,6,84.8
E09000028,Southwark,Software & Development Services,2285,1,7,81.8
E09000003,Barnet,Software & Development Services,2190,1,8,78.8
E09000009,Ealing,Software & Development Services,1790,1,9,75.8
E09000018,Hounslow,Software & Development Services,1785,1,10,72.7
E09000027,Richmond upon Thames,Software & Development Services,1725,1,11,69.7
E09000032,Wandsworth,Software & Development Services,1690,1,12,66.7
E09000022,Lambeth,Software & Development Services,1675,1,13,63.6
E09000015,Harrow,Software & Development Services,1595,1,14,60.6
E09000013,Hammersmith and Fulham,Software & Development Services,1580,1,15,57.6
E09000008,Croydon,Software & Development Services,1485,1,16,54.5
E09000006,Bromley,Software & Development Services,1470,1,17,51.5
E09000026,Redbridge,Software & Development Services,1405,1,18,48.5
E09000014,Haringey,Software & Development Services,1380,1,19,45.5
E09000005,Brent,Software & Development Services,1350,1,20,42.4
E09000017,Hillingdon,Software & Development Services,1335,1,21,39.4
E09000025,Newham,Software & Development Services,1290,1,22,36.4
E09000023,Lewisham,Software & Development Services,1215,1,23,33.3
E09000031,Waltham Forest,Software & Development Services,1180,1,24,30.3
E09000020,Kensington and Chelsea,Software & Development Services,1160,1,25,27.3
E09000010,Enfield,Software & Development Services,1150,1,26,24.2
E09000024,Merton,Software & Development Services,1130,1,27,21.2
E09000011,Greenwich,Software & Development Services,1090,1,28,18.2
E09000029,Sutton,Software & Development Services,990,1,29,15.2
E09000021,Kingston upon Thames,Software & Development Services,955,1,30,12.1
E09000004,Bexley,Software & Development Services,660,1,31,9.1
E09000016,Havering,Software & Development Services,615,1,32,6.1
E09000002,Barking and Dagenham,Software & Development Services,435,1,33,3.0
E09000033,Westminster,Specialist Repair Services,5495,1,1,100.0
E09000007,Camden,Specialist Repair Services,3760,1,2,97.0
E09000019,Islington,Specialist Repair Services,2150,1,3,93.9
E09000012,Hackney,Specialist Repair Services,2055,1,4,90.9
E09000003,Barnet,Specialist Repair Services,1825,1,5,87.9
E09000028,Southwark,Specialist Repair Services,1685,1,6,84.8
E09000032,Wandsworth,Specialist Repair Services,1575,1,7,81.8
E09000030,Tower Hamlets,Specialist Repair Services,1500,1,8,78.8
E09000022,Lambeth,Specialist Repair Services,1480,1,9,75.8
E09000014,Haringey,Specialist Repair Services,1450,1,10,72.7
E09000020,Kensington and Chelsea,Specialist Repair Services,1400,1,11,69.7
E09000009,Ealing,Specialist Repair Services,1350,1,12,66.7
E09000006,Bromley,Specialist Repair Services,1335,1,13,63.6
E09000013,Hammersmith and Fulham,Specialist Repair Services,1265,1,14,60.6
E09000027,Richmond upon Thames,Specialist Repair Services,1255,1,15,57.6
E09000005,Brent,Specialist Repair Services,1230,1,16,54.5
E09000008,Croydon,Specialist Repair Services,1180,1,17,51.5
E09000023,Lewisham,Specialist Repair Services,1175,1,18,48.5
E09000010,Enfield,Specialist Repair Services,1160,1,19,45.5
E09000001,City of London,Specialist Repair Services,1095,1,20,42.4
E09000031,Waltham Forest,Specialist Repair Services,1070,1,21,39.4
E09000011,Greenwich,Specialist Repair Services,980,1,22,36.4
E09000025,Newham,Specialist Repair Services,975,1,23,33.3
E09000018,Hounslow,Specialist Repair Services,965,1,24,30.3
E09000017,Hillingdon,Specialist Repair Services,950,1,25,27.3
E09000026,Redbridge,Specialist Repair Services,895,1,26,24.2
E09000015,Harrow,Specialist Repair Services,865,1,27,21.2
E09000024,Merton,Specialist Repair Services,825,1,28,18.2
E09000016,Havering,Specialist Repair Services,735,1,29,15.2
E09000021,Kingston upon Thames,Specialist Repair Services,670,1,30,12.1
E09000029,Sutton,Specialist Repair Services,620,1,31,9.1
E09000004,Bexley,Specialist Repair Services,615,1,32,6.1
E09000002,Barking and Dagenham,Specialist Repair Services,445,1,33,3.0
E09000003,Barnet,Stone & Masonry Services,3795,1,1,100.0
E09000033,Westminster,Stone & Masonry Services,3325,1,2,97.0
E09000016,Havering,Stone & Masonry Services,3020,1,3,93.9
E09000010,Enfield,Stone & Masonry Services,2860,1,4,90.9
E09000017,Hillingdon,Stone & Masonry Services,2815,1,5,87.9
E09000009,Ealing,Stone & Masonry Services,2745,1,6,84.8
E09000026,Redbridge,Stone & Masonry Services,2735,1,7,81.8
E09000006,Bromley,Stone & Masonry Services,2605,1,8,78.8
E09000015,Harrow,Stone & Masonry Services,2550,1,9,75.8
E09000005,Brent,Stone & Masonry Services,2475,1,10,72.7
E09000008,Croydon,Stone & Masonry Services,2420,1,11,69.7
E09000025,Newham,Stone & Masonry Services,2325,1,12,66.7
E09000031,Waltham Forest,Stone & Masonry Services,2245,1,13,63.6
E09000004,Bexley,Stone & Masonry Services,2125,1,14,60.6
E09000007,Camden,Stone & Masonry Services,2090,1,15,57.6
E09000002,Barking and Dagenham,Stone & Masonry Services,2055,1,16,54.5
E09000029,Sutton,Stone & Masonry Services,1820,1,17,51.5
E09000018,Hounslow,Stone & Masonry Services,1775,1,18,48.5
E09000012,Hackney,Stone & Masonry Services,1730,1,19,45.5
E09000024,Merton,Stone & Masonry Services,1675,1,20,42.4
E09000014,Haringey,Stone & Masonry Services,1545,1,21,39.4
E09000019,Islington,Stone & Masonry Services,1530,1,22,36.4
E09000011,Greenwich,Stone & Masonry Services,1495,1,23,33.3
E09000032,Wandsworth,Stone & Masonry Services,1205,1,24,30.3
E09000030,Tower Hamlets,Stone & Masonry Services,1095,1,25,27.3
E09000022,Lambeth,Stone & Masonry Services,1090,1,26,24.2
E09000023,Lewisham,Stone & Masonry Services,1080,1,27,21.2
E09000021,Kingston upon Thames,Stone & Masonry Services,1060,1,28,18.2
E09000028,Southwark,Stone & Masonry Services,1050,1,29,15.2
E09000027,Richmond upon Thames,Stone & Masonry Services,960,1,30,12.1
E09000001,City of London,Stone & Masonry Services,905,1,31,9.1
E09000013,Hammersmith and Fulham,Stone & Masonry Services,845,1,32,6.1
E09000020,Kensington and Chelsea,Stone & Masonry Services,835,1,33,3.0
E09000033,Westminster,Surface Treatment & Specialist Coatings,5110,2,1,100.0
E09000003,Barnet,Surface Treatment & Specialist Coatings,4450,2,2,97.0
E09000009,Ealing,Surface Treatment & Specialist Coatings,3510,2,3,93.9
E09000010,Enfield,Surface Treatment & Specialist Coatings,3460,2,4,90.9
E09000016,Havering,Surface Treatment & Specialist Coatings,3455,2,5,87.9
E09000017,Hillingdon,Surface Treatment & Specialist Coatings,3440,2,6,84.8
E09000007,Camden,Surface Treatment & Specialist Coatings,3185,2,7,81.8
E09000026,Redbridge,Surface Treatment & Specialist Coatings,3155,2,8,78.8
E09000006,Bromley,Surface Treatment & Specialist Coatings,3105,2,9,75.8
E09000005,Brent,Surface Treatment & Specialist Coatings,3050,2,10,72.7
E09000015,Harrow,Surface Treatment & Specialist Coatings,2875,2,11,69.7
E09000008,Croydon,Surface Treatment & Specialist Coatings,2865,2,12,66.7
E09000025,Newham,Surface Treatment & Specialist Coatings,2800,2,13,63.6
E09000031,Waltham Forest,Surface Treatment & Specialist Coatings,2765,2,14,60.6
E09000012,Hackney,Surface Treatment & Specialist Coatings,2550,2,15,57.6
E09000004,Bexley,Surface Treatment & Specialist Coatings,2540,2,16,54.5
E09000002,Barking and Dagenham,Surface Treatment & Specialist Coatings,2425,2,17,51.5
E09000019,Islington,Surface Treatment & Specialist Coatings,2315,2,18,48.5
E09000018,Hounslow,Surface Treatment & Specialist Coatings,2205,2,19,45.5
E09000029,Sutton,Surface Treatment & Specialist Coatings,2105,2,20,42.4
E09000014,Haringey,Surface Treatment & Specialist Coatings,2075,2,21,39.4
E09000024,Merton,Surface Treatment & Specialist Coatings,2050,2,22,36.4
E09000011,Greenwich,Surface Treatment & Specialist Coatings,1890,2,23,33.3
E09000001,City of London,Surface Treatment & Specialist Coatings,1825,2,24,30.3
E09000028,Southwark,Surface Treatment & Specialist Coatings,1680,2,25,27.3
E09000030,Tower Hamlets,Surface Treatment & Specialist Coatings,1665,2,26,24.2
E09000032,Wandsworth,Surface Treatment & Specialist Coatings,1650,2,27,21.2
E09000022,Lambeth,Surface Treatment & Specialist Coatings,1510,2,28,18.2
E09000023,Lewisham,Surface Treatment & Specialist Coatings,1375,2,29,15.2
E09000021,Kingston upon Thames,Surface Treatment & Specialist Coatings,1355,2,30,12.1
E09000027,Richmond upon Thames,Surface Treatment & Specialist Coatings,1255,2,31,9.1
E09000013,Hammersmith and Fulham,Surface Treatment & Specialist Coatings,1225,2,32,6.1
E09000020,Kensington and Chelsea,Surface Treatment & Specialist Coatings,1145,2,33,3.0
E09000033,Westminster,"TV, Aerial & Audio Visual Services",11950,2,1,100.0
E09000007,Camden,"TV, Aerial & Audio Visual Services",9560,2,2,97.0
E09000012,Hackney,"TV, Aerial & Audio Visual Services",6850,2,3,93.9
E09000019,Islington,"TV, Aerial & Audio Visual Services",6310,2,4,90.9
E09000030,Tower Hamlets,"TV, Aerial & Audio Visual Services",4070,2,5,87.9
E09000001,City of London,"TV, Aerial & Audio Visual Services",4035,2,6,84.8
E09000003,Barnet,"TV, Aerial & Audio Visual Services",4015,2,7,81.8
E09000028,Southwark,"TV, Aerial & Audio Visual Services",3970,2,8,78.8
E09000032,Wandsworth,"TV, Aerial & Audio Visual Services",3265,2,9,75.8
E09000022,Lambeth,"TV, Aerial & Audio Visual Services",3155,2,10,72.7
E09000009,Ealing,"TV, Aerial & Audio Visual Services",3140,2,11,69.7
E09000027,Richmond upon Thames,"TV, Aerial & Audio Visual Services",2980,2,12,66.7
E09000013,Hammersmith and Fulham,"TV, Aerial & Audio Visual Services",2845,2,13,63.6
E09000014,Haringey,"TV, Aerial & Audio Visual Services",2830,2,14,60.6
E09000006,Bromley,"TV, Aerial & Audio Visual Services",2805,2,15,57.6
E09000018,Hounslow,"TV, Aerial & Audio Visual Services",2750,2,16,54.5
E09000008,Croydon,"TV, Aerial & Audio Visual Services",2665,2,17,51.5
E09000005,Brent,"TV, Aerial & Audio Visual Services",2580,2,18,48.5
E09000020,Kensington and Chelsea,"TV, Aerial & Audio Visual Services",2560,2,19,45.5
E09000015,Harrow,"TV, Aerial & Audio Visual Services",2460,2,20,42.4
E09000023,Lewisham,"TV, Aerial & Audio Visual Services",2390,2,21,39.4
E09000010,Enfield,"TV, Aerial & Audio Visual Services",2310,2,22,36.4
E09000026,Redbridge,"TV, Aerial & Audio Visual Services",2300,2,23,33.3
E09000017,Hillingdon,"TV, Aerial & Audio Visual Services",2285,2,24,30.3
E09000025,Newham,"TV, Aerial & Audio Visual Services",2265,2,25,27.3
E09000031,Waltham Forest,"TV, Aerial & Audio Visual Services",2250,2,26,24.2
E09000011,Greenwich,"TV, Aerial & Audio Visual Services",2070,2,27,21.2
E09000024,Merton,"TV, Aerial & Audio Visual Services",1955,2,28,18.2
E09000021,Kingston upon Thames,"TV, Aerial & Audio Visual Services",1625,2,29,15.2
E09000029,Sutton,"TV, Aerial & Audio Visual Services",1610,2,30,12.1
E09000016,Havering,"TV, Aerial & Audio Visual Services",1350,2,31,9.1
E09000004,Bexley,"TV, Aerial & Audio Visual Services",1275,2,32,6.1
E09000002,Barking and Dagenham,"TV, Aerial & Audio Visual Services",880,2,33,3.0
E09000033,Westminster,Tailoring & Clothing Alterations,5495,1,1,100.0
E09000007,Camden,Tailoring & Clothing Alterations,3760,1,2,97.0
E09000019,Islington,Tailoring & Clothing Alterations,2150,1,3,93.9
E09000012,Hackney,Tailoring & Clothing Alterations,2055,1,4,90.9
E09000003,Barnet,Tailoring & Clothing Alterations,1825,1,5,87.9
E09000028,Southwark,Tailoring & Clothing Alterations,1685,1,6,84.8
E09000032,Wandsworth,Tailoring & Clothing Alterations,1575,1,7,81.8
E09000030,Tower Hamlets,Tailoring & Clothing Alterations,1500,1,8,78.8
E09000022,Lambeth,Tailoring & Clothing Alterations,1480,1,9,75.8
E09000014,Haringey,Tailoring & Clothing Alterations,1450,1,10,72.7
E09000020,Kensington and Chelsea,Tailoring & Clothing Alterations,1400,1,11,69.7
E09000009,Ealing,Tailoring & Clothing Alterations,1350,1,12,66.7
E09000006,Bromley,Tailoring & Clothing Alterations,1335,1,13,63.6
E09000013,Hammersmith and Fulham,Tailoring & Clothing Alterations,1265,1,14,60.6
E09000027,Richmond upon Thames,Tailoring & Clothing Alterations,1255,1,15,57.6
E09000005,Brent,Tailoring & Clothing Alterations,1230,1,16,54.5
E09000008,Croydon,Tailoring & Clothing Alterations,1180,1,17,51.5
E09000023,Lewisham,Tailoring & Clothing Alterations,1175,1,18,48.5
E09000010,Enfield,Tailoring & Clothing Alterations,1160,1,19,45.5
E09000001,City of London,Tailoring & Clothing Alterations,1095,1,20,42.4
E09000031,Waltham Forest,Tailoring & Clothing Alterations,1070,1,21,39.4
E09000011,Greenwich,Tailoring & Clothing Alterations,980,1,22,36.4
E09000025,Newham,Tailoring & Clothing Alterations,975,1,23,33.3
E09000018,Hounslow,Tailoring & Clothing Alterations,965,1,24,30.3
E09000017,Hillingdon,Tailoring & Clothing Alterations,950,1,25,27.3
E09000026,Redbridge,Tailoring & Clothing Alterations,895,1,26,24.2
E09000015,Harrow,Tailoring & Clothing Alterations,865,1,27,21.2
E09000024,Merton,Tailoring & Clothing Alterations,825,1,28,18.2
E09000016,Havering,Tailoring & Clothing Alterations,735,1,29,15.2
E09000021,Kingston upon Thames,Tailoring & Clothing Alterations,670,1,30,12.1
E09000029,Sutton,Tailoring & Clothing Alterations,620,1,31,9.1
E09000004,Bexley,Tailoring & Clothing Alterations,615,1,32,6.1
E09000002,Barking and Dagenham,Tailoring & Clothing Alterations,445,1,33,3.0
E09000033,Westminster,Tattoo & Piercing,5495,1,1,100.0
E09000007,Camden,Tattoo & Piercing,3760,1,2,97.0
E09000019,Islington,Tattoo & Piercing,2150,1,3,93.9
E09000012,Hackney,Tattoo & Piercing,2055,1,4,90.9
E09000003,Barnet,Tattoo & Piercing,1825,1,5,87.9
E09000028,Southwark,Tattoo & Piercing,1685,1,6,84.8
E09000032,Wandsworth,Tattoo & Piercing,1575,1,7,81.8
E09000030,Tower Hamlets,Tattoo & Piercing,1500,1,8,78.8
E09000022,Lambeth,Tattoo & Piercing,1480,1,9,75.8
E09000014,Haringey,Tattoo & Piercing,1450,1,10,72.7
E09000020,Kensington and Chelsea,Tattoo & Piercing,1400,1,11,69.7
E09000009,Ealing,Tattoo & Piercing,1350,1,12,66.7
E09000006,Bromley,Tattoo & Piercing,1335,1,13,63.6
E09000013,Hammersmith and Fulham,Tattoo & Piercing,1265,1,14,60.6
E09000027,Richmond upon Thames,Tattoo & Piercing,1255,1,15,57.6
E09000005,Brent,Tattoo & Piercing,1230,1,16,54.5
E09000008,Croydon,Tattoo & Piercing,1180,1,17,51.5
